@relation ./files/finalDataSetTrimmed.csv
@attribute Pick integer
@attribute Pos { C, SG, FC, G, F, SF, PF, PG, GF }
@attribute HT integer
@attribute WT integer
@attribute Age integer
@attribute League { NCAA, INTERNATIONAL, GLEAGUE }
@attribute GP integer
@attribute GS integer
@attribute MIN real
@attribute FGM real
@attribute FGA real
@attribute FG_percent real
@attribute 3PM real
@attribute 3PA real
@attribute 3P_percent real
@attribute FTM real
@attribute FTA real
@attribute FT_percent real
@attribute OFF real
@attribute DEF real
@attribute TRB real
@attribute AST real
@attribute STL real
@attribute BLK real
@attribute PF real
@attribute TOV real
@attribute PTS real
@attribute TS_percent real
@attribute eFG_percent real
@attribute ORB_percent real
@attribute DRB_percent real
@attribute TRB_percent real
@attribute AST_percent real
@attribute TOV_percent real
@attribute STL_percent real
@attribute BLK_percent real
@attribute USG_percent real
@attribute Total_S_percent real
@attribute PPR real
@attribute PPS real
@attribute ORtg real
@attribute DRtg real
@attribute PER real
@data
50,SF,201,96,22,NCAA,66,66,30.7,5.17,11.3,0.457,1.23,3.77,0.325,3.32,4.64,0.716,3.24,7.89,11.14,2.38,0.53,0.3,2.3,2.27,14.88,0.551,0.511,12.24,29.94,21.07,16.7,14.4,1.04,1.1,26.42,149.81,-2.36,1.32,114.3,97.9,23.4
51,PG,196,91,20,NCAA,70,70,34.2,5.51,13.91,0.396,1.73,4.37,0.395,3.83,4.87,0.786,0.79,4.09,4.87,4.64,0.74,0.29,2.01,2.44,16.59,0.511,0.458,2.61,13.69,8.12,28.13,13.08,1.25,0.88,27.36,157.77,1.92,1.19,107.3,102.5,17.71
52,SF,203,102,22,NCAA,138,126,28.7,4.27,9.01,0.473,1.25,3.2,0.392,2.08,2.53,0.822,1.92,3.72,5.64,2.92,0.49,0.46,2.01,1.72,11.87,0.581,0.543,8.38,14.15,11.46,19.66,14.39,1.02,1.66,21.28,168.81,0.81,1.32,119.5,98.3,18.91
53,SG,196,98,22,NCAA,128,89,24,2.38,5.69,0.419,0.9,2.31,0.389,1.24,1.54,0.807,0.34,2.84,3.18,2.06,0.57,0.16,1.43,0.9,6.91,0.538,0.498,1.91,14.67,8.52,16.42,12.28,1.57,0.86,17.58,161.46,2.26,1.21,112.5,93.5,14.51
54,SG,196,98,21,NCAA,87,80,34.7,4.46,9.87,0.452,2.18,5.11,0.427,2.3,2.91,0.791,0.44,3.43,3.86,3.87,1.14,0.38,1.55,1.82,13.4,0.595,0.562,1.57,11.16,6.6,20.46,13.89,2.02,1.41,19.6,166.92,2.37,1.36,122.7,97.3,17.99
55,SF,208,102,20,GLEAGUE,4,1,25.2,5.25,10.75,0.488,2.25,5.5,0.409,1.5,1.75,0.857,0.25,4.75,5,1.25,0.75,0.25,2.25,1.75,14.5,0.629,0.593,1.26,20.62,11.68,8.38,13.19,1.47,1.02,23.47,175.46,-3.69,1.35,108.3,116.1,17.04
56,PF,208,98,21,NCAA,100,49,21.7,3.32,5.96,0.557,0.06,0.25,0.24,1.43,2.47,0.579,2.28,4.02,6.3,0.89,1.04,1.11,2.61,1.31,8.13,0.57,0.562,11.92,20.22,16.15,7.7,15.52,2.8,5.59,19.34,137.6,-3.37,1.36,113.7,90.2,20.8
57,PF,206,104,21,NCAA,115,86,27.7,5.49,12.49,0.439,1.77,5.49,0.323,2.76,3.59,0.768,1.92,6.1,8.02,1.88,0.99,0.48,1.87,2.05,15.5,0.546,0.51,7.61,23.01,15.49,14.3,12.63,1.99,2.09,27.79,153.03,-2.75,1.24,110.9,94.1,22.03
58,C,213,116,22,NCAA,132,94,25,4.03,7.5,0.537,0.35,0.86,0.407,1.05,1.31,0.798,2.36,5.48,7.84,0.78,0.42,1.08,2.51,0.68,9.45,0.582,0.561,10.71,23.01,17.11,5.66,7.74,0.94,4.56,17.18,174.21,-0.63,1.26,124.5,99.9,19.9
59,SF,198,100,24,NCAA,127,88,22.6,3.5,7.88,0.444,1.43,3.55,0.401,1.77,2.43,0.731,1.44,3.92,5.36,0.69,0.39,0.29,1.76,1.54,10.19,0.564,0.534,7.26,19.13,13.29,6.51,14.59,1,1.37,23.12,157.54,-4.71,1.29,109,102.4,16.87
60,PF,208,91,20,NCAA,29,6,15.1,2,3.48,0.574,0.07,0.52,0.133,1.14,2.21,0.516,0.83,2.03,2.86,0.45,0.24,1.07,2.28,1.34,5.21,0.575,0.584,7.34,16.91,12.28,6.03,22.89,0.96,8.45,21.02,122.32,-7.29,1.5,95.8,105,13.14
61,PG,180,79,22,NCAA,139,65,25.1,2.47,6.32,0.392,0.94,2.86,0.327,1.49,1.99,0.747,0.4,2.78,3.18,4.11,1.37,0.05,2.07,1.6,7.37,0.508,0.466,1.76,12.57,7.08,30.64,18.09,3.22,0.21,17.81,146.65,4.56,1.17,108.2,96.1,15.19
61,SF,198,102,23,NCAA,139,136,28.8,3.9,7.43,0.525,0.39,1.01,0.383,2.33,3.34,0.698,3.04,5.11,8.14,2.01,1.17,1.29,1.96,1.13,10.52,0.583,0.551,12.59,20.13,16.45,14.18,11.13,2.54,5.15,18.41,160.59,0.78,1.42,127.3,87.3,24.07
61,PG,183,102,22,NCAA,110,109,36.3,4.84,11.33,0.427,2.45,6.23,0.394,5.25,6.27,0.838,0.54,2.85,3.38,5.36,1.55,0.2,2.65,2.85,17.38,0.607,0.535,1.69,8.85,5.29,29.23,16.63,2.46,0.64,23.57,165.88,1.97,1.53,120.5,104.2,20.44
61,PG,191,84,22,NCAA,71,51,28,4.44,9.86,0.45,2.11,5.21,0.405,4.08,4.69,0.871,0.45,2.31,2.76,3.07,1.08,0.06,1.79,1.8,15.07,0.623,0.557,1.85,9,5.52,20.18,12.98,2.17,0.22,24.14,172.63,0.85,1.53,124.6,107.4,21.44
61,SG,196,93,23,NCAA,141,79,24.9,3.51,7.84,0.448,1.29,3.67,0.351,2.26,2.84,0.797,1.12,2.07,3.19,2.13,1.18,0.18,2.11,1.51,10.57,0.575,0.53,5.38,9.35,7.42,16.13,14.12,2.71,0.81,21.35,159.64,-0.37,1.35,116.2,101.8,17.52
61,SF,196,104,22,NCAA,136,70,26.9,5.24,11.99,0.437,1.65,4.74,0.348,2.92,3.71,0.786,1.03,4.18,5.21,1.18,0.58,0.41,2.08,1.74,15.05,0.547,0.506,4.64,19.05,11.81,9.38,11.24,1.27,1.78,29.7,157.11,-3.6,1.26,109.4,100.2,20.29
61,G,185,84,22,NCAA,128,127,33.5,4.47,10.2,0.438,1.45,3.81,0.379,2.49,3.38,0.738,0.65,2.9,3.55,5.76,1.66,0.17,1.05,2.37,12.88,0.546,0.509,2.21,9.5,5.93,31.46,16.71,2.83,0.53,20.86,155.58,4.29,1.26,113.2,103.5,18.21
61,G,191,88,22,NCAA,113,104,29.7,4.39,10.73,0.409,2.15,5.72,0.376,1.82,2.37,0.769,0.5,2.17,2.66,2.52,1.03,0.16,2.7,1.36,12.75,0.538,0.509,1.85,8.41,5.07,17.62,10.31,2.07,0.63,22.9,155.37,1.1,1.19,110.7,104.4,15.84
61,G,196,100,22,NCAA,128,116,31.6,4.09,9.06,0.451,1.98,4.68,0.424,1.23,1.73,0.71,0.31,2.59,2.91,1.48,0.42,0.07,1.84,1.3,11.38,0.576,0.56,1.24,9.39,5.49,9.19,11.6,0.78,0.25,18.45,158.53,-0.99,1.26,110,109,12.41
61,PF,196,102,22,NCAA,125,82,25.1,4.87,9.23,0.528,0.38,1.1,0.35,2.93,3.79,0.772,2.13,5.07,7.2,0.98,1,1.24,1.96,1.01,13.06,0.592,0.549,10.58,22.42,16.84,8.03,8.37,2.42,5.13,25.52,165.02,-1.48,1.41,124.3,96,27.61
61,PF,203,98,23,NCAA,114,113,30.2,3.53,8.53,0.414,1.41,4.25,0.333,1.18,1.63,0.726,1.36,3.39,4.75,1.93,0.86,0.74,1.66,1.48,9.65,0.519,0.496,5.28,12.86,9.12,12.8,13.75,1.74,2.67,18.75,147.2,-0.68,1.13,106.8,101.3,14.67
61,F,201,100,21,NCAA,126,103,29.9,5.82,10.56,0.551,0.78,2.06,0.377,2.97,4.34,0.684,2.86,7.01,9.87,2.21,1.26,1.37,2.21,1.85,15.38,0.61,0.588,-,-,-,-,12.78,-,-,-,161.18,-,1.46,-,-,-
61,F,196,79,23,NCAA,68,33,26.4,4.4,8.75,0.503,0.13,0.96,0.138,1.44,2.51,0.573,3.31,7.53,10.84,3.07,1.07,0.65,2.47,2.22,10.37,0.521,0.51,14.04,30.67,22.53,22.33,18.25,2.32,2.64,22.27,121.41,-0.65,1.18,109.5,85.6,22.28
61,PF,201,109,21,NCAA,128,96,27.9,5.12,10.59,0.483,0.45,1.12,0.403,4.05,5.36,0.755,2.6,4.34,6.95,1.01,0.43,1.55,2.43,1.91,14.73,0.561,0.505,10.88,16.4,13.78,9.12,12.72,0.92,6.12,27.59,164.13,-4.55,1.39,112.9,97.8,22.86
61,SG,193,91,22,NCAA,141,93,25.6,2.73,6.29,0.434,1.77,4.23,0.419,0.85,1.06,0.805,0.15,2.94,3.09,2.89,0.74,0.13,1.77,1.09,8.09,0.595,0.575,0.73,12.53,7.04,20.18,13.77,1.71,0.51,15.76,165.82,3.35,1.29,120.9,98.5,14.72
61,F,193,104,22,NCAA,129,110,28,4.76,8.63,0.552,0.28,1.01,0.277,1.92,3.47,0.555,1.76,4.22,5.98,1.67,1.05,0.5,2.96,1.81,11.72,0.57,0.568,7.52,16.4,12.17,12.12,15.01,2.23,2.03,22.13,138.34,-2.53,1.36,110.4,96.1,18.75
61,F,206,100,21,NCAA,120,72,18.6,3.99,5.67,0.704,0,0,0,1.66,2.77,0.598,2.13,4.98,7.12,0.64,0.43,1.9,2.46,1.07,9.64,0.69,0.704,-,-,-,-,13.25,-,-,-,130.2,-,1.7,-,-,-
61,G,198,94,22,NCAA,126,47,23.2,1.78,4.22,0.421,0.49,1.41,0.348,1.06,1.4,0.761,0.63,2.71,3.34,2.57,0.68,0.1,1.77,1.28,5.11,0.523,0.479,3.12,13.08,8.14,20.18,20.73,1.68,0.42,13.25,153.07,1.84,1.21,104.7,105.2,10.77
61,SG,188,94,22,NCAA,71,65,28.3,5.61,12.31,0.455,1.63,4.38,0.373,2.46,3.35,0.735,1.04,2.8,3.85,2.25,1.11,0.23,2.38,1.93,15.31,0.551,0.522,4.3,10.88,7.67,15.77,12.19,2.25,0.89,27.29,156.37,-1.57,1.24,110,105.9,18.97
61,SF,201,98,22,NCAA,80,45,24.1,3.27,7.49,0.437,1.59,4.29,0.37,1.52,1.8,0.847,1.24,3.23,4.46,0.72,0.55,0.44,1.4,1.12,9.66,0.579,0.543,6.03,14.61,10.47,6.56,11.88,1.36,2.02,20.12,165.49,-2.73,1.29,115.8,100.7,16.92
61,G,201,73,22,NCAA,123,84,29.1,3.28,7.43,0.441,0.67,2.12,0.318,1.36,1.9,0.714,0.89,3.09,3.98,3.03,1.93,0.87,2.34,1.84,8.59,0.515,0.486,3.47,11.73,7.64,19.43,18.06,3.8,3.52,17.29,147.26,0.62,1.16,104.1,98.4,15.43
61,F,208,102,22,NCAA,105,51,15.5,2.31,4.55,0.508,0.54,1.55,0.35,0.71,0.98,0.728,1.39,2.26,3.65,0.34,0.26,0.51,2.17,0.81,5.89,0.586,0.568,10.04,16.04,13.06,4.07,13.89,0.93,3.55,18.2,158.62,-3.59,1.29,114.2,106.6,15.79
61,PG,185,79,22,NCAA,110,71,25.3,3.33,7.91,0.421,1.74,4.48,0.387,1.58,1.95,0.813,0.19,1.39,1.58,3.79,0.82,0.06,1.32,1.68,9.97,0.565,0.53,0.93,6.09,3.65,26.9,15.99,1.94,0.26,21.87,162.12,3.45,1.26,114,106.5,16.57
61,C,218,132,22,NCAA,139,75,18,4.04,6.86,0.589,0,0,0,3.12,4.52,0.689,1.55,3.07,4.63,0.51,0.16,0.89,2.08,1.65,11.19,0.621,0.589,10.85,18.62,15.01,6.42,15.47,0.52,5.08,30.3,127.82,-7.37,1.63,114.4,95.4,24.53
61,GF,198,98,21,NCAA,136,94,26.6,3.29,7.21,0.456,1.29,3.35,0.385,1.21,1.7,0.71,0.87,4.19,5.06,1.08,0.61,0.24,1.68,1.12,9.07,0.566,0.545,4.4,19.42,12.25,8.41,12.24,1.42,1.07,19.17,155.07,-1.59,1.26,108.6,97.4,15.17
61,SG,193,88,23,NCAA,129,118,28.9,3.98,9.09,0.438,1.85,4.76,0.389,1.15,1.65,0.695,0.34,3.43,3.78,2.65,0.79,0.12,1.98,2.14,10.95,0.555,0.54,1.43,13.51,7.65,16.76,17.82,1.61,0.42,20.79,152.18,-1.29,1.21,106.9,105,13.81
61,SG,196,86,23,NCAA,44,41,32.6,7.09,17.16,0.413,1.82,6.18,0.294,7.45,9.7,0.768,1.55,3.18,4.73,1.68,1.66,0.39,2.8,3.95,23.45,0.539,0.466,4.85,10.94,7.75,12.92,15.37,2.85,1.32,37.05,147.55,-8.51,1.37,104.9,100.7,21.65
61,SG,198,93,22,GLEAGUE,3,0,2.6,0.33,1,0.333,0.33,0.33,1,0,0,0,1,0,1,0.33,0,0,0.33,0.33,1,0.5,0.5,38.3,0,19.78,16.98,25,0,0,19.71,133.33,-3.93,1,112.8,114.3,14.58
61,C,211,116,22,NCAA,126,70,22,5.17,8.29,0.625,0.06,0.23,0.276,2.74,3.71,0.737,1.98,4.7,6.68,1.21,0.26,0.75,2.29,1.62,13.15,0.654,0.628,12.4,25.32,19.34,12.8,13.87,0.76,3.58,29.69,163.76,-4.03,1.59,124.4,94.6,29.72
61,F,206,93,23,NCAA,132,110,25.6,3.94,7.97,0.494,1.02,2.79,0.364,1.65,2.27,0.729,1.52,4.88,6.4,1.32,0.72,2.2,1.84,1.59,10.55,0.583,0.558,7.25,20.77,14.39,10.27,14.96,1.65,9.39,21.16,158.75,-2.81,1.32,111.7,94.3,21.01
61,SG,196,79,22,NCAA,126,76,24.3,3.6,8.71,0.414,1.57,4.41,0.356,1.3,1.61,0.808,0.52,2.55,3.07,1.49,0.56,0.34,2.24,1.13,10.08,0.532,0.504,2.61,12.1,7.46,13.23,10.7,1.43,1.63,23.55,157.79,-0.62,1.16,106.8,102.1,15.18
61,GF,196,98,22,NCAA,116,75,25.1,3.2,7.65,0.418,1.69,4.37,0.387,2.14,2.89,0.74,0.81,2.12,2.93,1.4,0.76,0.09,1.51,1.16,10.22,0.567,0.529,3.75,9.76,6.76,11.36,11.43,1.76,0.42,20.44,154.52,-0.93,1.34,115.4,105.1,15.76
61,F,198,100,21,NCAA,132,115,28.1,3.23,7.01,0.462,1.11,2.8,0.395,2.83,3.52,0.802,1.67,4.05,5.72,1.4,0.64,0.31,2.8,1.48,10.4,0.599,0.541,7.35,15.99,11.89,10.26,14.54,1.38,1.13,19.13,165.84,-1.99,1.48,118.2,102.4,16.7
61,SF,198,100,22,NCAA,129,96,26.3,4.72,9.97,0.474,1.08,2.99,0.36,2.33,3.47,0.67,1.39,3.5,4.88,1.41,1.07,0.35,2.27,1.66,12.84,0.553,0.528,5.8,14.66,10.22,11.34,12.49,2.35,1.39,24.62,150.33,-2.71,1.29,111.4,99.7,19.26
61,SF,203,100,22,NCAA,117,107,28.7,3.36,6.56,0.512,0.23,0.77,0.3,1.88,3.03,0.621,1.79,4.16,5.96,1.42,0.66,1.33,1.94,1.54,8.83,0.552,0.53,7.77,17.43,12.68,10.2,16.14,1.39,5.74,17.45,143.39,-2.15,1.35,109,97.7,16.14
61,SF,196,88,22,NCAA,138,102,27.1,3.51,8.2,0.429,1.78,4.55,0.39,1.36,1.8,0.751,0.87,2.4,3.27,1.07,0.76,0.91,2.41,0.96,10.16,0.561,0.537,3.67,9.69,6.75,7.26,9.56,1.6,3.45,18.26,157,-0.87,1.24,114.8,104.5,14.8
61,F,198,100,22,NCAA,114,89,26.9,5.58,10.94,0.51,1.44,3.59,0.401,1.39,1.77,0.787,1.06,4.32,5.39,2.72,1.07,0.5,1.74,1.86,13.99,0.594,0.576,-,-,-,-,13.63,-,-,-,169.81,-,1.28,-,-,-
61,G,185,84,22,NCAA,91,88,31.1,6.13,13.35,0.459,1.55,4.55,0.341,4.2,5.2,0.808,1.12,3.86,4.98,3.38,1.87,0.33,2.05,2.64,18.01,0.569,0.517,-,-,-,-,14.29,-,-,-,160.74,-,1.35,-,-,-
61,F,203,93,22,NCAA,132,83,21.7,2,3.94,0.508,0.07,0.23,0.3,0.82,1.22,0.671,1.68,3.1,4.78,1.18,0.8,1.07,1.79,0.8,4.89,0.541,0.516,10.31,17.79,14.17,10.3,14.97,2.46,6.49,14.15,147.85,-0.04,1.24,115.3,86.9,17.18
61,G,201,98,22,NCAA,115,94,27.6,4.11,8.56,0.481,2.08,5.29,0.393,1.49,2.13,0.698,1.34,5.33,6.67,1.28,0.91,1.23,2.21,1.37,11.79,0.616,0.602,-,-,-,-,12.49,-,-,-,157.17,-,1.38,-,-,-
61,C,208,111,21,NCAA,96,94,28.3,4.66,7.78,0.598,0,0,0,2.43,3.5,0.693,1.93,4.64,6.56,0.91,0.51,1.7,2.81,2.02,11.74,0.622,0.598,8.05,19.03,13.59,7.18,17.63,1.07,6.93,20.88,129.18,-5.16,1.51,111.6,101.9,19.41
61,PF,206,93,21,NCAA,75,30,20.3,1.96,4.6,0.426,0.83,2.25,0.367,0.92,1.48,0.622,1.68,3.41,5.09,0.63,0.55,0.97,2.72,0.93,5.67,0.534,0.516,9.41,17.59,13.67,5.03,14.97,1.5,5.09,14.54,141.46,-2.46,1.23,111.2,95.9,13.51
61,PG,183,82,22,NCAA,126,105,28.8,4.56,9.62,0.474,0.94,3.11,0.301,3.04,4.25,0.716,0.92,3.14,4.06,3.79,1.09,0.09,1.69,2.3,13.1,0.563,0.523,3.77,12.04,8.04,25.38,16.51,2.2,0.32,24.13,149.13,0.77,1.36,113,103.6,19.19
61,SG,191,88,22,NCAA,126,87,30.1,5.01,11.69,0.428,2.33,6.05,0.386,1.9,2.31,0.821,0.45,3.16,3.61,2.08,1.16,0.21,1.79,1.69,14.25,0.557,0.528,1.74,12.53,7.05,15.73,11.68,2.31,0.78,25.19,163.55,-1.03,1.22,108.9,102.4,18.08
61,SG,196,96,22,NCAA,122,58,21.7,2.11,4.93,0.427,0.38,1.47,0.257,1.61,2.16,0.746,1.2,3.19,4.39,3.41,0.79,0.32,1.74,1.52,6.2,0.52,0.465,6.14,15.39,10.89,23.97,20.36,2.06,1.6,16.15,143.01,3.35,1.26,112.7,99.2,15.61
61,F,203,102,23,NCAA,135,68,26.3,3.62,9.35,0.387,1.43,4.27,0.334,1.47,2.06,0.716,0.94,3.54,4.48,1.16,0.61,0.33,2.18,1.21,10.15,0.491,0.464,4.02,15.66,9.74,9.92,10.47,1.36,1.36,22.38,143.78,-1.66,1.09,101.5,105.8,13.54
61,F,203,95,24,NCAA,115,49,24.9,3.1,6.83,0.455,2.06,4.91,0.419,1.05,1.22,0.864,0.45,2.09,2.54,1.23,0.57,0.29,2.17,0.7,9.32,0.629,0.606,2.24,10.24,6.28,9.18,8.59,1.38,1.26,17.85,173.85,0.53,1.37,124.3,102.9,15.99
61,F,206,93,23,NCAA,134,107,30.1,3.8,8.93,0.425,1.16,3.46,0.337,2.13,2.71,0.788,1.1,3.45,4.54,1.47,0.69,1.1,1.79,1.27,10.9,0.533,0.49,4.32,13.24,8.84,10.04,11.04,1.4,3.88,19.8,155,-1,1.22,111.6,102.4,15.92
61,SF,201,95,23,NCAA,102,85,32.2,4.08,8.43,0.484,0.99,2.64,0.375,1.88,3.01,0.625,2.98,5.62,8.6,2.66,1.38,0.7,2.48,1.42,11.03,0.559,0.542,10.93,20.45,15.71,15.42,12.6,2.55,2.27,17.64,148.46,1.11,1.31,120.8,97.8,20
61,PG,193,86,22,NCAA,129,107,31.2,4.12,10.22,0.404,1.39,3.99,0.348,4.51,5.6,0.806,0.53,2.99,3.52,3.04,0.86,0.14,2.5,1.88,14.15,0.549,0.472,2.01,11.12,6.63,22.47,12.76,1.73,0.51,25.75,155.73,0.49,1.38,112.8,102.5,18.65
61,SF,201,91,22,NCAA,91,59,25.5,4.43,10.41,0.426,1.42,4.23,0.335,2.78,3.3,0.843,1.37,4.08,5.45,0.68,0.91,0.45,1.76,1.73,13.05,0.545,0.494,6.36,18.94,12.63,5.92,12.6,2.13,2.06,27.62,160.4,-5.05,1.25,106.4,100,19.31
61,SG,196,91,22,NCAA,78,67,31.5,5.09,10.62,0.479,1.85,4.88,0.378,4.73,5.72,0.827,0.36,3.29,3.65,2.37,0.54,0.24,1.81,1.96,16.76,0.628,0.566,1.44,11.8,6.91,14.25,12.83,0.99,0.81,24.48,168.48,-1.23,1.58,124.7,104.3,20.51
61,PF,206,103,23,NCAA,143,142,27.2,3.87,7.59,0.511,0.35,1.05,0.333,2.24,3.91,0.572,2.34,4.79,7.13,0.99,0.55,1.06,2.54,1.77,10.34,0.547,0.534,10.5,18.77,14.92,7.06,15.78,1.19,4.2,21.12,141.64,-4.13,1.36,108.2,95.8,17.48
61,SF,201,89,21,NCAA,89,71,26.8,3.92,8.96,0.438,1.13,3.25,0.349,2.21,2.85,0.776,0.62,3.53,4.15,2,0.53,0.27,1.49,1.66,11.19,0.543,0.501,2.6,14.35,8.57,14.18,13.89,1.15,1.09,22.28,156.3,-1.26,1.25,109.4,99.6,15.83
61,SG,196,102,20,NCAA,60,57,29.3,4.03,8.97,0.45,1.28,3.52,0.365,2.42,3.32,0.729,1.67,3.22,4.88,2.23,1.03,0.57,2.18,2.1,11.77,0.558,0.521,7.37,12.41,10.06,14.13,16.61,2.08,2.12,22.15,154.34,-2.15,1.31,111.3,100.1,17.09
61,SG,198,90,23,NCAA,142,136,32.1,5.05,11.7,0.432,2.25,5.85,0.384,3.58,4.56,0.784,1.1,4.27,5.37,2.15,0.79,0.18,2.28,1.8,15.92,0.574,0.528,4.11,15.01,9.73,13.15,11.47,1.41,0.65,24.33,160,-1.11,1.36,116.9,102.6,18.6
61,SG,196,95,23,NCAA,91,56,28.8,4.75,10.87,0.437,1.69,4.63,0.366,3.9,4.88,0.8,0.82,4.03,4.86,2.43,1.18,0.44,2.43,2.54,15.09,0.572,0.515,3.36,15.73,9.68,17.73,16.14,2.33,1.7,27.53,160.22,-3.12,1.39,107.5,97.9,19.5
61,PF,201,123,22,NCAA,89,73,25.7,3.3,7.19,0.459,1.31,3.31,0.397,2.4,2.81,0.856,1.66,3.97,5.63,1.37,0.52,0.63,2.85,1.7,10.33,0.606,0.551,7.79,16.81,12.53,10.58,16.6,1.15,2.58,19.84,171.2,-3.02,1.44,114.6,102.2,16.43
61,G,193,82,25,NCAA,99,75,29.4,5.16,12.52,0.412,1.72,5.34,0.321,4.11,5.29,0.777,0.87,3.09,3.96,1.88,1.14,0.17,2.15,2,16.15,0.537,0.481,3.28,11.73,7.5,14.15,11.74,2.25,0.62,28.87,151.05,-2.51,1.29,109,100.1,19.13
61,SG,191,86,21,NCAA,68,55,30,4.37,10.09,0.433,2.15,5.38,0.399,2.09,2.68,0.78,0.41,3.66,4.07,2.13,0.78,0.12,1.56,1.63,12.97,0.571,0.539,1.61,13.15,7.63,12.54,12.56,1.48,0.41,21.6,161.21,-0.7,1.29,112.4,104.8,15.94
61,SG,196,83,21,NCAA,85,40,20.2,2.66,6.01,0.442,1,3.08,0.324,1.61,2.16,0.745,0.54,1.79,2.33,1.01,0.61,0.22,1.38,1.26,7.93,0.563,0.525,2.98,9.86,6.42,8.99,15.17,1.68,1.19,19.88,151.13,-2.8,1.32,107,111.1,13.5
61,F,198,88,24,NCAA,69,31,19.8,2.71,6.36,0.426,1.23,3.19,0.386,1.96,2.38,0.823,0.62,2.17,2.8,2.13,0.88,0.19,1.83,1.3,8.61,0.575,0.523,3.64,11.9,7.91,18.4,14.83,2.48,1.02,21.22,163.55,0.57,1.35,117,100.9,17.7
61,SF,196,104,19,GLEAGUE,4,0,13.7,3.75,6.5,0.577,1.75,3.5,0.5,0,0.25,0,0.75,0.75,1.5,1.25,0,0,0.5,1.25,9.25,0.7,0.712,6.96,5.98,6.43,17.28,15.9,0,0,25.53,107.69,-3.08,1.42,116.3,126.2,20.93
61,PG,183,88,23,NCAA,144,112,27.6,4.21,10.03,0.419,1.85,5.03,0.367,2.31,2.78,0.833,0.44,2.36,2.81,3.12,1.15,0.19,1.91,1.53,12.58,0.554,0.511,1.78,9.03,5.48,18.9,11.91,2.35,0.74,21.81,161.88,1.93,1.25,119.3,101.7,17.55
61,G,191,82,23,NCAA,113,48,22.7,2.58,6.38,0.404,1.16,3.15,0.368,1.65,2.23,0.742,0.41,2.46,2.87,1.83,0.67,0.22,1.82,1.61,7.96,0.535,0.494,2.17,12.55,7.48,15.76,17.8,1.74,1.19,20.32,151.36,-1.73,1.25,103.8,104.5,12.8
61,PF,203,93,22,NCAA,87,85,32.9,4.7,11.02,0.426,0.61,1.79,0.34,3.38,4.17,0.81,2.69,5.83,8.52,1.2,0.57,0.9,2.38,1.68,13.39,0.515,0.454,8.3,20.05,13.86,8.1,11.43,0.99,2.96,21.41,157.61,-2.66,1.21,108.9,101,17.26
61,SF,198,93,23,NCAA,118,77,25.1,4.1,9.1,0.451,1.55,4.34,0.357,2.25,2.89,0.777,1.21,3.7,4.92,1.06,0.66,0.23,1.51,1.33,12,0.573,0.536,5.51,16.73,11.14,8.91,11.27,1.53,1,23.34,158.52,-2.48,1.32,115.9,103.5,19.02
61,SG,193,95,23,NCAA,127,101,26.5,2.99,6.84,0.437,0.79,2.67,0.295,1.54,2.11,0.731,0.71,2.8,3.51,1.8,1.13,0.17,2.04,1.15,8.31,0.53,0.495,2.86,11.57,7.17,12.86,12.78,2.44,0.67,16.5,146.36,0.19,1.22,108.5,101.6,13.18
61,F,198,102,23,NCAA,84,49,18.8,2.98,6.15,0.484,0.02,0.13,0.182,1.36,2.11,0.644,1.36,3.38,4.74,0.77,0.5,0.56,2.49,1.05,7.33,0.512,0.485,9.14,20.28,14.86,6.17,12.77,1.49,3.85,20.52,130.94,-3.8,1.19,105.3,94.1,15.39
61,G,196,91,23,NCAA,116,65,21.4,3.39,7.5,0.452,1.59,3.88,0.411,1.83,2.53,0.721,0.84,2.59,3.43,0.78,0.57,0.16,1.69,1.39,10.2,0.586,0.558,4.64,13.47,9.2,7.38,13.75,1.5,0.76,23.28,158.39,-3.9,1.36,109.9,108,16.21
61,PF,201,91,21,NCAA,72,72,32.6,5.61,14.38,0.39,1.21,3.83,0.315,4.93,7,0.704,1.03,4.4,5.43,1.26,1.25,0.32,2.12,3.46,17.36,0.49,0.432,3.37,13.72,8.68,8.65,16.35,2.09,0.94,30.49,140.99,-7.63,1.21,93.2,102.8,13.94
61,C,206,115,23,NCAA,90,80,24.3,3.36,5.92,0.567,0.01,0.02,0.5,2.34,4.3,0.545,2.57,3.83,6.4,0.34,0.37,1.41,2.92,1.73,9.07,0.569,0.568,11.45,17.35,14.38,2.92,17.87,0.87,5.86,19.76,161.18,-6.1,1.53,106.2,97.9,16.73
61,SG,191,93,23,NCAA,130,125,30,6.03,13.52,0.446,2.35,6.26,0.376,2.25,3.13,0.72,0.5,2.59,3.09,2.4,0.7,0.12,1.99,2.18,16.67,0.555,0.533,2,9.75,6,16.98,12.71,1.36,0.41,29.13,154.18,-1.93,1.23,106.7,103.4,17.62
61,SF,201,102,21,NCAA,97,22,18.7,1.71,4.22,0.406,1.1,3.09,0.357,0.97,1.36,0.712,0.96,2.81,3.77,0.6,0.43,0.22,2.01,0.59,5.49,0.565,0.537,6.01,16.67,11.49,5.44,10.78,1.31,1.3,14.26,147.47,-1,1.3,118.6,102.9,12.52
