ME,Iteration,Hidden Nodes,Learning Rate,Momentum,Regularization
11.8480665367097,2,64,0.2,0.5,0.001
11.8490473727183,0,"(8, 8)",0.2,0.3,0.0001
11.8498296850952,1,"(16, 16)",0.1,0.8,0.0005
11.8515509456965,2,64,0.2,0.5,0.0005
11.8537255341408,2,"(8, 8, 8)",0.1,0.8,0.0001
11.8539289212458,0,64,0.2,0.3,0.0001
11.8547788581972,0,"(8, 8)",0.2,0.3,0.0005
11.8557872471874,0,32,0.2,0.3,0.001
11.8572412585661,0,64,0.1,0.8,0.0005
11.8581490780488,1,"(16, 16)",0.1,0.3,0.0005
11.8600065342675,1,128,0.2,0.3,0.0001
11.8609368063633,0,"(8, 16, 8)",0.1,0.8,0.0005
11.8610940771949,1,"(16, 32, 16)",0.1,0.5,0.001
11.8617376916385,1,128,0.2,0.5,0.001
11.8622395485543,0,"(32, 32)",0.1,0.3,0.0005
11.8628893077248,0,"(8, 8, 8)",0.1,0.3,0.0001
11.8639368459466,0,32,0.2,0.3,0.0005
11.8714709581019,2,"(32, 32)",0.1,0.3,0.0005
11.8722004842854,1,"(8, 16, 8)",0.1,0.8,0.001
11.8731833788408,0,"(16, 16)",0.1,0.5,0.0005
11.874833792206,1,"(32, 32)",0.1,0.3,0.001
11.8754353100893,1,32,0.1,0.3,0.001
11.8769604426766,2,64,0.2,0.8,0.0005
11.878302683738,1,"(8, 8)",0.2,0.8,0.0001
11.8788739673036,1,"(16, 16)",0.1,0.5,0.0005
11.8791734122908,0,128,0.2,0.8,0.0005
11.8794137992908,2,128,0.1,0.5,0.0005
11.8804762175673,2,"(32, 32)",0.2,0.8,0.001
11.8843876364604,2,64,0.1,0.8,0.0001
11.8871663614105,0,64,0.2,0.5,0.0001
11.8878635124985,1,128,0.2,0.8,0.0001
11.8902237464284,0,"(8, 16, 8)",0.1,0.5,0.0005
11.8956827348876,1,"(16, 16)",0.1,0.3,0.001
11.8973473806623,1,128,0.1,0.5,0.0001
11.897674522681,2,128,0.2,0.3,0.0005
11.900011354779,2,"(8, 16, 8)",0.2,0.8,0.001
11.9002493808673,0,"(8, 8)",0.1,0.8,0.001
11.9004465261797,1,"(8, 8)",0.2,0.8,0.001
11.9033343583735,1,"(32, 32)",0.1,0.3,0.0005
11.9050060504294,2,32,0.2,0.8,0.0005
11.9057336405463,1,128,0.1,0.3,0.0001
11.9062601647053,1,32,0.2,0.5,0.0005
11.9077422322451,2,64,0.2,0.3,0.0005
11.9132600740596,0,64,0.2,0.8,0.0005
11.913587441066,0,"(8, 8)",0.2,0.8,0.001
11.9152135587443,2,"(8, 8)",0.2,0.5,0.0001
11.9161505696613,0,"(32, 32)",0.1,0.8,0.001
11.9165641461915,1,128,0.2,0.8,0.001
11.9202412381125,0,64,0.2,0.5,0.0005
11.9237341753323,0,32,0.2,0.8,0.0001
11.926229018509,1,64,0.1,0.3,0.001
11.9278493976134,1,"(8, 16, 8)",0.1,0.5,0.0001
11.9343745870144,2,"(8, 8, 8)",0.1,0.8,0.001
11.9370561943894,0,"(8, 8, 8)",0.2,0.5,0.0005
11.9393842252288,0,"(16, 32, 16)",0.1,0.5,0.0001
11.9408210388852,2,"(8, 8, 8)",0.1,0.5,0.0005
11.9444091587301,0,128,0.2,0.5,0.0005
11.9493269012796,0,"(16, 16)",0.1,0.5,0.0001
11.9505974949608,2,"(32, 32)",0.2,0.5,0.0005
11.9512491205555,1,32,0.1,0.8,0.0001
11.9548135404742,0,"(16, 32, 16)",0.1,0.5,0.001
11.9585557699722,1,"(8, 16, 8)",0.1,0.5,0.0005
11.9639788623787,1,64,0.1,0.8,0.001
11.9644386338349,1,"(8, 16, 8)",0.1,0.3,0.001
11.9669070565424,1,"(8, 8, 8)",0.1,0.3,0.0001
11.9698186278075,1,128,0.2,0.5,0.0001
11.9705057041191,0,"(32, 32)",0.2,0.5,0.0005
11.9727109017164,2,"(8, 16, 8)",0.2,0.8,0.0001
11.9795397977219,0,"(32, 32)",0.2,0.3,0.0005
11.9804123788693,0,64,0.1,0.5,0.0005
11.9814993737491,0,"(32, 32)",0.2,0.3,0.0001
11.9837247500095,2,64,0.2,0.3,0.0001
11.9855620192299,1,64,0.2,0.5,0.0001
11.9883080269992,2,128,0.1,0.8,0.0005
11.9888901097676,0,"(16, 16)",0.1,0.3,0.0001
11.9929221162799,0,64,0.2,0.8,0.001
11.9968998714316,2,"(8, 8)",0.2,0.8,0.0001
11.9996708656289,2,"(16, 32, 16)",0.1,0.3,0.0001
11.9998985411956,1,"(8, 8, 8)",0.1,0.5,0.0001
12.0026859378202,0,"(16, 16)",0.2,0.5,0.0001
12.0026953581936,2,64,0.1,0.3,0.001
12.0077455288037,0,128,0.1,0.3,0.0001
12.0111725707663,1,"(8, 16, 8)",0.1,0.5,0.001
12.014978297545,0,"(8, 8, 8)",0.1,0.8,0.0001
12.0161613638723,1,"(32, 32)",0.2,0.8,0.0001
12.0168386984726,0,"(16, 32, 16)",0.1,0.3,0.0001
12.0170127689899,0,64,0.1,0.5,0.0001
12.0171965367289,0,"(8, 8, 8)",0.2,0.8,0.0005
12.0172210795901,0,"(8, 8, 8)",0.2,0.8,0.0001
12.01738104008,1,"(8, 8)",0.2,0.3,0.001
12.020738102345,2,"(8, 8, 8)",0.1,0.3,0.0001
12.0272240047042,1,"(16, 16)",0.2,0.5,0.0001
12.0299153208115,2,"(32, 32)",0.1,0.8,0.001
12.0312453578843,1,64,0.1,0.8,0.0005
12.0328659606554,1,64,0.2,0.5,0.001
12.0359624004616,2,"(8, 16, 8)",0.1,0.8,0.0005
12.0372788862827,2,"(16, 32, 16)",0.1,0.5,0.0001
12.0477735836143,1,64,0.2,0.5,0.0005
12.0482457380432,1,64,0.1,0.5,0.0001
12.0514198603219,0,"(32, 32)",0.2,0.8,0.001
12.0611511788169,0,"(8, 8)",0.2,0.5,0.001
12.0623515419446,0,"(8, 16, 8)",0.2,0.8,0.0001
12.0670377679945,2,"(32, 32)",0.2,0.3,0.0005
12.0689365153558,2,"(8, 16, 8)",0.1,0.5,0.0001
12.0726154944723,1,"(8, 8, 8)",0.2,0.8,0.0001
12.073508309092,1,"(32, 32)",0.1,0.8,0.0005
12.0747807211951,2,"(8, 16, 8)",0.2,0.3,0.0005
12.0811282676181,0,"(8, 8)",0.1,0.3,0.0001
12.0821068488987,0,32,0.2,0.5,0.0005
12.0853587621137,0,"(16, 32, 16)",0.1,0.8,0.001
12.0923562719587,2,"(16, 32, 16)",0.1,0.8,0.0005
12.1027191530098,2,"(32, 32)",0.1,0.8,0.0001
12.1032035314193,2,"(16, 32, 16)",0.1,0.3,0.0005
12.1070228974938,0,64,0.2,0.5,0.001
12.1148781010318,2,64,0.2,0.3,0.001
12.119243199098,2,"(32, 32)",0.2,0.3,0.0001
12.1215390772729,1,64,0.2,0.8,0.0005
12.1231790319057,1,"(16, 32, 16)",0.1,0.8,0.0005
12.1240846866941,1,64,0.2,0.8,0.0001
12.1326901344657,0,"(8, 8)",0.2,0.8,0.0005
12.1409182870003,1,64,0.2,0.3,0.001
12.1427412902412,1,32,0.2,0.3,0.0005
12.1468985049368,2,"(8, 8)",0.1,0.3,0.001
12.1498880423728,2,"(32, 32)",0.2,0.8,0.0005
12.1527410693514,0,32,0.2,0.8,0.0005
12.1561362950479,1,"(8, 8, 8)",0.2,0.3,0.0005
12.1603385061114,2,"(8, 8)",0.2,0.5,0.0005
12.1624256219011,0,"(32, 32)",0.2,0.8,0.0005
12.1633614127215,0,64,0.2,0.8,0.0001
12.1705619152918,1,"(32, 32)",0.1,0.8,0.001
12.1846016524755,0,"(8, 8, 8)",0.2,0.3,0.001
12.1879761539072,1,"(8, 16, 8)",0.1,0.3,0.0005
12.2112600915681,2,"(16, 32, 16)",0.1,0.3,0.001
12.2175275104894,2,"(8, 8, 8)",0.2,0.3,0.001
12.2296689498825,1,"(32, 32)",0.2,0.3,0.0001
12.231253155683,1,"(32, 32)",0.2,0.8,0.001
12.2418876255885,1,"(32, 32)",0.2,0.3,0.0005
12.2520640735524,0,"(8, 16, 8)",0.2,0.5,0.0001
12.2586248409516,0,"(16, 32, 16)",0.1,0.5,0.0005
12.2618881665944,1,"(32, 32)",0.2,0.5,0.0005
12.2914632981227,0,"(32, 32)",0.2,0.5,0.0001
12.3097087781391,0,"(32, 32)",0.1,0.3,0.001
12.3127907726718,0,"(8, 16, 8)",0.1,0.3,0.0001
12.321102770401,1,64,0.2,0.8,0.001
12.3254089829434,2,"(8, 8)",0.2,0.8,0.0005
12.3271226502894,2,"(32, 32)",0.2,0.3,0.001
12.3479113861614,0,"(8, 16, 8)",0.2,0.8,0.0005
12.3740368919212,2,"(16, 32, 16)",0.1,0.8,0.001
12.386090837898,2,"(8, 16, 8)",0.2,0.5,0.0005
12.4207299169293,0,"(16, 32, 16)",0.2,0.8,0.001
12.4307055546802,2,"(32, 32)",0.2,0.5,0.001
12.453863476113,1,"(8, 16, 8)",0.2,0.5,0.001
12.4758026183082,1,"(8, 8)",0.2,0.5,0.0005
12.477421993192,2,"(8, 8, 8)",0.2,0.3,0.0005
12.5030047890208,0,"(16, 32, 16)",0.2,0.5,0.0001
12.5315417446809,1,"(16, 16)",0.2,0.8,0.0001
12.5376978325128,2,"(32, 32)",0.2,0.8,0.0001
12.5494036163148,0,"(16, 16)",0.2,0.8,0.0005
12.5751445368711,0,"(16, 32, 16)",0.1,0.8,0.0005
12.5968936849345,0,"(8, 16, 8)",0.2,0.3,0.0001
12.6455347839773,2,"(16, 32, 16)",0.1,0.5,0.0005
12.658520263526,0,"(32, 32)",0.1,0.8,0.0005
12.6693964111756,0,"(16, 32, 16)",0.2,0.3,0.001
12.6842629523182,2,"(16, 32, 16)",0.2,0.5,0.001
12.6886141924496,2,"(16, 16)",0.2,0.8,0.0001
12.7134960029641,0,"(8, 8, 8)",0.2,0.3,0.0001
12.7276033762759,1,"(32, 32)",0.2,0.5,0.0001
12.7352225598001,0,"(8, 8, 8)",0.2,0.5,0.0001
12.7800704647783,0,"(16, 32, 16)",0.1,0.8,0.0001
12.8245053602438,2,"(16, 32, 16)",0.2,0.3,0.0001
12.853042598827,2,"(16, 32, 16)",0.2,0.8,0.001
12.8539962346658,2,"(16, 32, 16)",0.2,0.5,0.0001
12.8650841236288,1,"(8, 16, 8)",0.2,0.8,0.0005
12.8752550781664,2,"(8, 8, 8)",0.2,0.8,0.0005
12.8890998913954,2,"(16, 16)",0.2,0.3,0.0005
12.9336999782195,1,"(16, 32, 16)",0.2,0.8,0.0005
12.9668044374198,1,"(16, 32, 16)",0.2,0.3,0.001
12.9833720159802,2,"(16, 16)",0.2,0.3,0.001
12.9914951654753,2,"(16, 32, 16)",0.2,0.5,0.0005
13.0084968558458,0,"(8, 8, 8)",0.2,0.8,0.001
13.0285774029968,1,"(8, 8, 8)",0.2,0.5,0.001
13.0356848829865,1,"(8, 16, 8)",0.2,0.8,0.001
13.038272661095,2,"(16, 32, 16)",0.2,0.8,0.0001
13.0450426691429,2,"(16, 32, 16)",0.2,0.3,0.0005
13.093749385482,1,"(8, 16, 8)",0.2,0.5,0.0001
13.1307572534726,1,"(16, 32, 16)",0.1,0.8,0.001
13.1371152918422,0,"(16, 32, 16)",0.2,0.8,0.0005
13.1398618436461,0,"(16, 32, 16)",0.2,0.8,0.0001
13.2042558457981,1,"(16, 16)",0.2,0.8,0.001
13.2200382870899,1,"(16, 32, 16)",0.2,0.5,0.001
13.2266622811421,0,"(16, 32, 16)",0.1,0.3,0.001
13.2321655054952,1,"(16, 32, 16)",0.2,0.3,0.0005
13.2547773783704,2,"(8, 16, 8)",0.2,0.5,0.0001
13.2968835041339,2,"(8, 8, 8)",0.2,0.3,0.0001
13.2971420001142,0,"(16, 16)",0.2,0.8,0.0001
13.3404950686664,1,"(16, 32, 16)",0.2,0.8,0.0001
13.3737584848759,1,"(16, 16)",0.2,0.5,0.0005
13.4197711449777,0,"(32, 32)",0.2,0.3,0.001
13.4354349648206,1,"(8, 16, 8)",0.2,0.3,0.0001
13.4384217712486,1,"(16, 32, 16)",0.1,0.3,0.0001
13.4518845023076,2,"(16, 32, 16)",0.1,0.8,0.0001
13.500727019916,0,"(8, 16, 8)",0.2,0.8,0.001
13.5387985376134,0,"(16, 32, 16)",0.2,0.3,0.0005
13.5399283538155,2,"(8, 16, 8)",0.2,0.3,0.001
13.5414343006194,1,"(8, 8, 8)",0.2,0.3,0.0001
13.5487013227122,1,"(16, 32, 16)",0.1,0.5,0.0001
13.5734213192942,0,"(8, 8, 8)",0.2,0.5,0.001
13.6147398382923,1,"(16, 32, 16)",0.2,0.5,0.0001
13.623596397023,0,"(16, 16)",0.2,0.3,0.0001
13.6300872381401,1,"(16, 32, 16)",0.2,0.3,0.0001
13.6598650544868,0,"(8, 8, 8)",0.2,0.3,0.0005
13.6998562337045,0,"(8, 16, 8)",0.2,0.5,0.0005
13.7272417161951,1,"(8, 8, 8)",0.2,0.8,0.001
13.7507191554274,0,"(8, 16, 8)",0.2,0.5,0.001
13.7520003950288,2,"(8, 16, 8)",0.2,0.8,0.0005
13.754399631024,1,"(8, 8, 8)",0.2,0.3,0.001
13.7951692169087,1,"(16, 32, 16)",0.1,0.3,0.0005
13.8260066234186,0,"(16, 32, 16)",0.2,0.5,0.001
13.8359126855794,2,"(8, 8, 8)",0.2,0.5,0.0005
13.8597252837005,1,"(16, 16)",0.2,0.3,0.0001
13.8980635227136,2,"(8, 8)",0.2,0.5,0.001
13.9224481793409,2,"(8, 16, 8)",0.2,0.3,0.0001
13.9428048688046,2,"(8, 8, 8)",0.2,0.8,0.001
13.9667828081853,1,"(16, 16)",0.2,0.8,0.0005
14.0249750588424,1,"(8, 16, 8)",0.2,0.8,0.0001
14.0412261322257,1,"(32, 32)",0.1,0.5,0.001
14.0502621589155,1,"(32, 32)",0.2,0.8,0.0005
14.0505226728974,2,"(16, 32, 16)",0.2,0.3,0.001
14.0746433664413,0,"(16, 16)",0.2,0.5,0.0005
14.1077437465038,2,"(16, 16)",0.2,0.5,0.001
14.1773914683086,0,"(16, 32, 16)",0.2,0.5,0.0005
14.1784035134737,1,"(16, 32, 16)",0.2,0.8,0.001
14.1913859192241,1,"(16, 16)",0.2,0.3,0.001
14.2685811072727,0,"(16, 16)",0.2,0.3,0.001
14.2856398728092,0,"(32, 32)",0.2,0.5,0.001
14.3276093569436,2,"(8, 16, 8)",0.2,0.5,0.001
14.3823794939807,1,"(16, 16)",0.2,0.5,0.001
14.4004034290637,1,"(8, 8, 8)",0.2,0.5,0.0005
14.453571059018,0,"(16, 32, 16)",0.2,0.3,0.0001
14.5571777667389,2,"(8, 8, 8)",0.2,0.5,0.001
