Pick,Name,Team,Draft-Trades,Pos,HT,WT,Age,YOS,Pre-Draft Team,Class,Nationality,League,Season,School,Class,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,Total S %,PPR,PPS,ORtg,DRtg,PER
61,Alex Caruso,None,None,G,193cm,84kg,22,4,Texas A&M,Sr,United States,NCAA,CAREER,NCAA DI, ,137.0,120.0,28.7,2.79,6.13,.455,0.66,1.96,.340,1.72,2.50,.685,0.76,2.99,3.74,4.74,2.01,0.43,2.50,2.53,7.96,.543,.509,3.13,11.99,7.62,32.84,25.65,4.33,1.85,18.08,147.94,2.28,1.30,103.5,92.4,16.45
61,Shaquille Harrison,None,None,G,191cm,88kg,22,4,Tulsa,Sr,United States,NCAA,CAREER,NCAA DI, ,133.0,133.0,30.2,3.86,8.69,.444,0.25,1.15,.216,3.17,4.92,.645,0.92,3.62,4.55,3.47,1.83,0.37,2.32,2.29,11.14,.505,.458,3.48,13.41,8.48,24.71,17.22,3.60,1.41,22.68,130.47,0.06,1.28,101.6,94.7,16.99
61,Alex Poythress,None,None,F,206cm,107kg,22,3,Kentucky,Sr,United States,NCAA,CAREER,NCAA DI, ,112.0,62.0,22.1,3.18,5.77,.551,0.26,0.86,.302,2.01,2.93,.686,1.79,3.54,5.33,0.46,0.39,0.68,2.70,1.33,8.62,.602,.574,9.62,17.10,13.55,4.01,15.67,1.06,3.07,19.16,153.91,-4.65,1.50,116.9,96.3,17.82
61,Marcus Georges-Hunt,None,None,G,196cm,98kg,22,2,Georgia Tech,Sr,United States,NCAA,CAREER,NCAA DI, ,130.0,129.0,30.9,4.38,10.11,.433,0.94,2.85,.329,3.60,4.81,.749,1.54,2.92,4.46,2.21,0.93,0.22,2.36,1.70,13.29,.536,.479,5.65,11.06,8.32,15.12,12.06,1.84,0.74,23.37,151.07,-0.75,1.32,113.1,102.2,17.86
61,Josh Gray,None,None,G,185cm,77kg,22,2,LSU,Sr,United States,NCAA,CAREER,NCAA DI, ,94.0,60.0,22.3,2.79,7.11,.392,0.39,1.82,.216,1.31,2.01,.651,0.45,1.77,2.21,2.93,1.31,0.04,2.04,2.43,7.28,.451,.420,2.25,8.83,5.55,25.32,23.13,3.34,0.20,23.05,125.94,-2.04,1.02,86.4,102.8,10.38
61,DeVaughn Akoon-Purcell,None,None,GF,198cm,91kg,23,1,Illinois State,Sr,United States,NCAA,CAREER,NCAA DI, ,60.0,48.0,27.1,4.58,10.70,.428,0.82,2.72,.301,3.48,4.72,.739,1.68,3.58,5.27,1.62,0.97,0.30,1.90,2.33,13.47,.520,.467,7.06,15.53,11.23,14.22,15.28,2.17,1.29,29.12,146.75,-4.74,1.26,103.2,97.0,18.94
61,Matt Costello,None,None,C,208cm,111kg,22,1,Michigan State,Sr,United States / Ivory Coast,NCAA,CAREER,NCAA DI, ,138.0,61.0,16.5,2.36,4.15,.567,0.01,0.09,.167,1.28,1.79,.713,1.72,2.94,4.67,0.78,0.39,1.06,2.09,0.71,6.00,.600,.569,12.92,19.76,16.52,9.15,12.43,1.46,7.22,18.17,144.64,-1.21,1.45,124.4,92.3,21.52
61,Cody Demps,None,None,G,193cm,88kg,22,1,Sacramento State,Sr,United States,NCAA,CAREER,NCAA DI, ,114.0,86.0,26.8,2.78,6.09,.457,0.33,1.25,.266,2.12,3.02,.703,0.97,2.93,3.90,2.51,0.77,0.23,2.37,1.75,8.02,.533,.484,4.45,13.05,8.81,18.55,18.91,1.78,0.99,18.63,142.60,-0.32,1.32,104.5,105.6,13.50
61,Prince Ibeh,None,None,C,208cm,118kg,22,1,Texas,Sr,United States / Rwanda,NCAA,CAREER,NCAA DI, ,135.0,28.0,13.1,1.16,2.10,.555,0.00,0.01,.000,0.64,1.47,.432,1.37,2.00,3.37,0.10,0.27,1.57,2.53,0.78,2.96,.530,.555,11.87,16.67,14.31,1.56,21.76,1.26,12.73,13.83,98.69,-5.47,1.41,98.4,93.1,13.81
61,Daniel Ochefu,None,None,F,211cm,109kg,22,1,Villanova,Sr,United States / Nigeria,NCAA,CAREER,NCAA DI, ,141.0,111.0,21.7,2.87,4.77,.601,0.00,0.03,.000,1.45,2.35,.619,2.08,4.51,6.59,1.31,0.77,1.29,2.34,1.56,7.18,.611,.601,11.89,23.62,18.01,12.44,20.97,2.13,6.72,17.87,122.05,-3.18,1.51,113.7,88.5,20.11
61,Mike Tobey,None,None,C,213cm,118kg,21,1,Virginia,Sr,United States / Slovenia,NCAA,CAREER,NCAA DI, ,138.0,48.0,16.3,2.88,5.43,.531,0.04,0.14,.316,1.04,1.47,.704,1.64,2.41,4.04,0.37,0.22,0.73,1.86,0.77,6.85,.559,.535,13.30,18.09,15.79,5.40,11.14,0.91,5.56,24.16,155.16,-3.55,1.26,113.6,90.3,21.21
61,Jameel Warney,None,None,PF,203cm,118kg,22,1,Stony Brook,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,131.0,30.7,6.55,10.99,.596,0.00,0.00,.000,2.70,4.56,.592,3.51,5.93,9.44,1.62,0.78,2.04,2.05,1.36,15.79,.601,.596,13.13,21.97,17.57,12.65,9.39,1.55,7.85,24.26,118.80,-0.94,1.44,125.4,89.1,29.24
61,Zach Auguste,None,None,F,208cm,108kg,22,0,Notre Dame,Sr,United States,NCAA,CAREER,NCAA DI, ,128.0,85.0,21.3,3.96,6.98,.567,0.00,0.01,.000,2.03,3.31,.613,2.23,4.20,6.42,0.62,0.54,0.68,2.18,1.52,9.95,.582,.567,13.34,22.72,18.27,6.17,15.05,1.59,3.31,25.67,118.03,-5.43,1.43,112.3,100.3,22.81
61,Beau Beech,None,None,F,206cm,98kg,22,0,North Florida,Sr,United States,NCAA,CAREER,NCAA DI, ,133.0,129.0,28.7,3.80,8.97,.423,2.27,5.78,.393,1.84,2.42,.761,1.04,4.02,5.05,1.38,1.11,0.40,2.82,1.71,11.71,.578,.550,4.29,15.30,10.02,9.36,14.43,2.23,1.26,20.87,157.69,-2.66,1.31,110.9,103.7,16.23
61,Elgin Cook,None,None,F,198cm,93kg,23,0,Oregon,Sr,United States,NCAA,CAREER,NCAA DI, ,108.0,75.0,26.3,4.05,8.00,.506,0.26,0.89,.292,3.31,4.51,.733,1.55,3.17,4.71,1.50,1.05,0.32,2.88,1.75,11.66,.575,.522,7.87,13.63,10.85,9.99,14.72,2.26,1.54,22.12,153.05,-2.85,1.46,115.8,101.8,18.32
61,Jaleel Cousins,None,None,C,211cm,116kg,22,0,South Florida,Sr,United States,NCAA,CAREER,NCAA DI, ,65.0,32.0,18.3,1.95,4.28,.457,0.00,0.02,.000,1.83,3.42,.536,2.05,3.26,5.31,0.28,0.42,1.18,2.80,1.62,5.74,.486,.457,12.79,19.37,16.17,3.18,21.50,1.38,7.05,21.24,99.29,-8.00,1.34,91.1,100.5,13.95
61,Kellen Dunham,None,None,G,193cm,93kg,23,0,Butler,Sr,United States,NCAA,CAREER,NCAA DI, ,134.0,109.0,31.9,4.46,10.87,.410,2.23,5.79,.385,3.37,4.01,.840,0.50,2.43,2.93,1.29,0.62,0.12,1.43,1.52,14.52,.568,.513,1.86,9.19,5.49,8.44,10.65,1.18,0.41,23.29,163.56,-2.11,1.34,115.8,103.2,16.52
61,Perry Ellis,None,None,PF,201cm,100kg,22,0,Kansas,Sr,United States / Japan,NCAA,CAREER,NCAA DI, ,144.0,109.0,25.0,4.53,8.93,.508,0.39,0.90,.431,3.03,4.00,.757,1.78,4.01,5.79,1.03,0.62,0.50,1.86,1.21,12.49,.576,.530,8.88,16.91,13.22,8.54,10.04,1.47,2.10,24.23,169.55,-2.06,1.40,120.2,96.1,21.92
61,Alex Hamilton,None,None,G,193cm,88kg,22,0,Louisiana Tech,Sr,United States,NCAA,CAREER,NCAA DI, ,140.0,109.0,27.8,4.55,9.91,.459,0.79,2.79,.281,4.31,5.95,.725,0.74,2.95,3.69,3.58,1.54,0.35,1.48,2.26,14.20,.557,.499,2.82,11.53,7.13,25.67,15.05,3.12,1.25,26.06,146.54,0.44,1.43,112.0,93.8,21.39
61,Stefan Jankovic,None,None,F,211cm,107kg,22,0,Hawaii,Jr *,Canada,NCAA,CAREER,NCAA DI, ,85.0,49.0,18.0,3.33,6.56,.507,0.74,2.06,.360,2.67,3.54,.754,1.41,3.05,4.46,0.79,0.48,0.94,2.68,1.28,10.07,.611,.564,9.17,18.55,14.01,9.31,13.46,1.53,5.61,26.03,162.13,-4.03,1.53,119.5,92.8,23.66
61,Isaiah Miles,None,None,F,203cm,100kg,22,0,Saint Joseph's,Sr,United States,NCAA,CAREER,NCAA DI, ,107.0,67.0,23.6,3.50,7.57,.463,1.28,3.51,.364,1.96,2.34,.840,1.59,3.13,4.72,0.64,0.42,0.70,2.36,1.07,10.25,.591,.548,7.73,14.53,11.21,5.86,10.93,1.07,3.22,21.39,166.73,-2.71,1.35,117.6,99.6,18.67
61,Codi Miller-McIntyre,None,None,G,193cm,93kg,22,0,Wake Forest,Sr,United States,NCAA,CAREER,NCAA DI, ,117.0,112.0,30.8,4.24,9.83,.431,0.58,2.09,.278,2.30,3.64,.631,0.88,2.85,3.73,3.78,0.79,0.13,2.03,2.17,11.36,.491,.461,3.25,10.43,6.86,26.83,15.81,1.49,0.43,22.39,134.03,1.09,1.16,100.7,107.5,13.69
61,Landry Nnoko,None,None,FC,208cm,113kg,22,0,Clemson,Sr,Cameroon,NCAA,CAREER,NCAA DI, ,128.0,90.0,20.6,2.34,4.47,.524,0.00,0.00,.000,1.12,1.79,.629,1.85,2.88,4.73,0.51,0.20,1.65,2.44,1.15,5.81,.546,.524,10.77,16.20,13.53,5.48,17.76,0.64,8.75,17.22,115.33,-4.25,1.30,105.8,95.7,16.07
61,Chris Obekpa,None,None,PF,206cm,104kg,22,0,UNLV,Jr *,United States / Nigeria,NCAA,CAREER,NCAA DI, ,95.0,52.0,24.4,1.84,3.80,.485,0.00,0.01,.000,0.79,1.73,.457,2.17,3.80,5.97,0.82,0.79,3.38,2.73,1.18,4.47,.484,.485,9.72,16.68,13.24,6.08,20.33,1.92,14.49,12.12,94.21,-2.54,1.18,97.8,91.4,15.32
61,Mark Ogden,None,None,FC,206cm,95kg,21,0,Dixie State,Sr,United States,NCAA,CAREER,NCAA DII, ,55.0,55.0,28.5,4.33,8.64,.501,0.04,0.04,1.000,3.40,4.24,.803,2.95,5.51,8.45,1.29,0.47,0.80,3.04,2.02,12.09,.568,.503,-,-,-,-,15.93,-,-,-,230.36,-,1.40,-,-,-
61,D'Vauntes Smith-Rivera,None,None,G,191cm,98kg,23,0,Georgetown,Sr,United States,NCAA,CAREER,NCAA DI, ,130.0,97.0,32.7,4.62,10.91,.423,1.92,5.32,.362,3.61,4.35,.830,0.90,3.05,3.95,2.96,1.27,0.17,1.83,1.65,14.76,.569,.511,3.46,10.82,7.28,19.92,11.31,2.37,0.60,23.75,161.50,1.01,1.35,118.1,100.9,19.77
61,Rasheed Sulaimon,None,None,SG,193cm,88kg,22,0,Maryland,Sr,United States,NCAA,CAREER,NCAA DI, ,126.0,86.0,27.7,3.37,7.87,.429,1.37,3.40,.401,2.26,2.96,.764,0.38,2.56,2.94,2.46,0.91,0.06,1.93,1.38,10.37,.559,.516,1.69,10.43,6.25,16.26,12.96,1.97,0.20,19.78,159.39,0.93,1.32,115.2,101.2,15.51
61,Craig Sword,None,None,G,191cm,89kg,22,0,Mississippi State,Sr,United States,NCAA,CAREER,NCAA DI, ,123.0,114.0,27.3,4.20,9.37,.449,0.61,2.32,.263,3.11,4.90,.635,0.86,2.49,3.35,2.48,1.50,0.56,2.90,3.18,12.13,.519,.481,3.72,10.35,7.10,21.45,21.37,3.27,2.25,28.00,134.71,-5.54,1.30,94.0,100.8,15.40
61,Kaleb Tarczewski,None,None,C,213cm,113kg,23,0,Arizona,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,131.0,25.8,3.07,5.47,.562,0.00,0.00,.000,2.63,3.73,.704,2.04,4.46,6.50,0.47,0.29,0.87,2.76,1.51,8.78,.606,.562,9.77,19.86,15.00,3.39,17.25,0.67,3.54,17.41,126.59,-4.68,1.60,115.3,93.3,16.18
61,Gabe York,None,None,SG,191cm,83kg,22,0,Arizona,Sr,United States,NCAA,CAREER,NCAA DI, ,124.0,58.0,23.4,3.06,7.38,.414,1.85,4.59,.402,1.26,1.68,.750,0.32,1.90,2.23,1.54,0.58,0.21,1.40,1.06,9.22,.564,.539,1.72,9.20,5.64,12.36,11.52,1.48,0.94,20.18,156.67,-0.16,1.25,115.3,95.5,15.00
61,Dorian Finney-Smith,None,None,SF,201cm,100kg,23,5,Florida,Sr,United States,NCAA,CAREER,NCAA DI, ,134.0,91.0,28.6,3.58,8.72,.411,1.38,3.82,.361,2.12,3.22,.657,2.59,4.52,7.11,1.91,0.78,0.69,2.40,1.79,10.66,.520,.490,10.44,18.44,14.42,13.96,14.87,1.69,2.63,22.04,142.93,-1.88,1.22,108.7,94.1,18.17
61,Bryn Forbes,None,None,G,188cm,93kg,22,5,Michigan State,Sr,United States,NCAA,CAREER,NCAA DI, ,138.0,108.0,29.1,4.09,9.12,.449,2.35,5.40,.435,2.09,2.54,.821,0.49,1.97,2.46,1.32,0.63,0.06,1.57,1.19,12.62,.611,.578,2.07,7.85,5.06,9.13,10.32,1.34,0.23,20.88,170.45,-1.10,1.38,121.2,104.7,16.58
61,Danuel House,None,None,F,198cm,98kg,23,5,Texas A&M,Sr,United States,NCAA,CAREER,NCAA DI, ,119.0,103.0,30.1,4.59,11.04,.416,1.70,5.03,.338,3.25,4.66,.699,1.26,3.45,4.71,2.00,0.71,0.45,1.87,1.92,14.13,.533,.492,4.81,12.58,8.78,13.36,12.63,1.40,1.61,25.31,145.19,-1.91,1.28,108.6,102.8,17.16
61,Derrick Jones,None,None,SF,198cm,95kg,19,5,UNLV,Fr *,United States,NCAA,CAREER,NCAA DI, ,30.0,15.0,21.5,4.30,7.30,.589,0.27,1.30,.205,2.63,4.43,.594,1.73,2.73,4.47,0.80,0.90,1.33,3.10,1.20,11.50,.611,.607,8.50,13.40,10.95,8.03,11.31,2.25,6.22,23.18,138.82,-2.91,1.58,118.7,93.5,22.56
61,David Nwaba,None,None,G,196cm,99kg,23,5,Cal Poly,Sr,United States,NCAA,CAREER,NCAA DI, ,88.0,78.0,26.0,4.24,8.94,.474,0.05,0.27,.167,3.38,5.19,.650,1.86,3.44,5.31,2.05,1.09,0.56,1.98,1.61,11.90,.521,.476,7.84,16.48,11.88,19.32,12.39,2.66,2.42,26.93,129.05,-1.03,1.33,108.6,102.3,21.90
61,Damion Lee,None,None,G,196cm,92kg,23,4,Louisville,Sr,United States,NCAA,CAREER,NCAA DI, ,125.0,120.0,32.8,5.09,11.74,.433,2.06,5.68,.362,3.90,4.62,.843,0.90,3.89,4.78,1.95,1.14,0.21,2.38,1.74,16.13,.578,.521,3.26,14.33,8.76,13.96,11.07,2.19,0.73,25.78,163.78,-1.41,1.37,118.2,96.6,21.29
61,Ron Baker,None,None,G,193cm,100kg,23,3,Wichita State,Sr,United States,NCAA,CAREER,NCAA DI, ,125.0,120.0,30.4,4.18,9.64,.433,1.94,5.24,.369,2.80,3.50,.801,0.79,3.37,4.16,2.77,1.30,0.61,1.72,1.42,13.09,.579,.534,3.02,13.01,7.98,19.06,11.14,2.67,2.43,21.94,160.36,1.48,1.36,121.6,91.3,21.22
61,Sheldon Mac,None,None,SG,198cm,91kg,23,3,Miami (FL),Sr,United States,NCAA,CAREER,NCAA DI, ,141.0,97.0,30.0,4.50,9.87,.455,1.26,3.71,.340,3.67,4.48,.818,0.89,2.89,3.79,1.28,0.94,0.16,1.30,1.28,13.92,.580,.519,3.57,10.95,7.36,9.55,9.61,1.92,0.55,23.15,161.38,-1.46,1.41,120.1,101.3,19.74
61,Wayne Selden,None,None,SG,196cm,104kg,21,3,Kansas,Jr *,United States,NCAA,CAREER,NCAA DI, ,109.0,108.0,29.5,3.87,8.89,.436,1.49,4.06,.366,1.80,2.84,.632,0.88,2.09,2.97,2.59,0.69,0.38,2.05,1.94,11.03,.538,.519,3.68,7.58,5.77,16.47,15.90,1.37,1.32,20.68,143.34,-0.70,1.24,107.8,102.9,13.51
61,Troy Williams,None,None,SF,201cm,95kg,21,3,Indiana,Jr *,United States,NCAA,CAREER,NCAA DI, ,99.0,94.0,25.1,4.16,7.98,.522,0.38,1.19,.322,2.56,3.63,.705,1.69,4.19,5.88,1.65,0.98,0.57,1.96,2.23,11.26,.580,.546,8.16,18.89,13.71,13.06,18.70,2.29,2.29,23.75,154.83,-4.47,1.41,110.6,99.1,19.87
61,Jalen Jones,None,None,SG,201cm,100kg,23,2,Texas A&M,Sr,United States,NCAA,CAREER,NCAA DI, ,128.0,109.0,27.5,4.44,9.74,.455,0.51,1.62,.312,3.39,4.90,.692,2.12,4.09,6.20,0.76,0.88,0.48,2.71,1.66,12.77,.529,.482,9.40,17.54,13.54,6.57,12.07,2.00,2.28,26.68,146.02,-4.38,1.31,107.3,96.0,19.25
61,Marshall Plumlee,None,None,PF,216cm,113kg,23,2,Duke,Sr,United States,NCAA,CAREER,NCAA DI, ,124.0,37.0,14.3,1.25,1.88,.665,0.01,0.01,1.000,0.94,1.69,.555,1.60,2.23,3.84,0.48,0.35,0.81,1.55,0.55,3.44,.643,.667,13.28,17.69,15.54,5.56,16.99,1.48,5.43,11.50,222.03,-1.62,1.83,130.2,97.8,17.31
61,Tim Quarterman,None,None,G,198cm,88kg,21,2,LSU,Jr *,United States,NCAA,CAREER,NCAA DI, ,99.0,44.0,24.9,2.74,6.90,.397,0.99,3.19,.310,1.92,2.91,.660,1.21,2.70,3.91,3.05,1.04,0.40,2.16,1.70,8.38,.506,.469,5.36,11.37,8.44,21.77,17.01,2.36,1.59,19.32,136.66,1.28,1.22,105.9,101.1,14.69
61,Isaiah Taylor,None,None,G,191cm,77kg,21,2,Texas,Jr *,United States,NCAA,CAREER,NCAA DI, ,92.0,92.0,30.8,4.48,11.08,.404,0.38,1.30,.292,4.29,5.42,.792,0.36,2.72,3.08,4.51,0.97,0.13,2.48,2.25,13.63,.499,.421,1.31,9.74,5.56,31.18,14.15,1.89,0.45,26.09,148.76,2.49,1.23,108.0,103.7,17.07
61,Jarrod Uthoff,None,None,F,206cm,100kg,23,2,Iowa,Sr,United States,NCAA,CAREER,NCAA DI, ,100.0,67.0,26.7,4.58,10.18,.450,1.37,3.58,.383,2.45,3.08,.795,1.48,4.31,5.79,1.21,0.81,1.75,1.41,1.04,12.98,.557,.517,6.21,17.45,11.94,9.37,8.20,1.79,7.21,23.71,162.80,-0.87,1.28,118.9,95.0,22.83
61,Kyle Collinsworth,None,None,G,198cm,95kg,24,1,Brigham Young,Sr,United States,NCAA,CAREER,NCAA DI, ,140.0,131.0,30.9,4.41,9.24,.477,0.21,0.76,.271,3.16,4.93,.642,2.19,5.29,7.48,5.02,1.64,0.44,2.16,2.62,12.19,.527,.488,7.69,18.07,12.94,28.89,18.46,2.95,1.47,21.76,139.02,2.20,1.32,110.7,96.8,20.32
61,Patricio Garino,None,None,SF,198cm,92kg,23,1,George Washington,Sr,Argentina,NCAA,CAREER,NCAA DI, ,129.0,117.0,30.0,4.40,8.65,.508,0.79,2.17,.364,2.44,3.64,.672,1.60,2.75,4.35,1.71,1.71,0.73,2.59,2.24,12.02,.579,.554,6.20,10.33,8.30,12.20,17.75,3.42,2.61,21.36,154.40,-3.69,1.39,108.9,96.5,18.03
61,Anthony Gill,None,None,PF,203cm,104kg,23,1,Virginia,Sr,United States,NCAA,CAREER,NCAA DI, ,139.0,97.0,24.5,3.80,6.83,.556,0.09,0.22,.419,2.80,4.12,.680,2.09,3.24,5.33,0.78,0.58,0.49,2.25,1.24,10.49,.597,.563,11.00,16.37,13.74,7.23,12.35,1.57,2.46,22.95,165.58,-3.25,1.54,120.1,94.9,22.02
61,Myke Henry,None,None,SF,198cm,108kg,23,1,DePaul,Sr,United States,NCAA,CAREER,NCAA DI, ,120.0,63.0,19.5,3.20,6.73,.475,0.63,1.90,.333,1.23,1.74,.703,1.47,2.41,3.88,0.63,0.68,0.30,2.25,1.48,8.26,.546,.522,8.96,15.12,12.00,7.50,16.40,2.09,1.77,24.07,151.19,-5.50,1.23,103.2,103.6,16.64
61,Shawn Long,None,None,C,206cm,116kg,23,1,Louisiana,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,131.0,29.8,6.45,12.83,.503,0.83,2.43,.341,3.61,5.35,.676,3.43,7.29,10.72,1.10,0.71,2.02,3.07,2.44,17.35,.564,.535,12.68,27.17,19.89,8.15,13.69,1.34,6.72,28.41,152.03,-5.39,1.35,113.0,94.8,26.04
61,James Webb III,None,None,F,206cm,92kg,22,1,Boise State,Jr *,United States,NCAA,CAREER,NCAA DI, ,63.0,57.0,29.1,4.98,9.62,.518,1.17,3.56,.330,2.32,3.43,.676,2.17,6.40,8.57,0.84,1.27,0.63,2.78,1.27,13.46,.598,.579,9.26,27.09,18.20,6.31,10.14,2.62,2.62,22.75,152.44,-2.47,1.40,120.8,90.6,23.80
61,Kyle Wiltjer,None,None,PF,208cm,109kg,23,1,Gonzaga,Sr,Canada / United States,NCAA,CAREER,NCAA DI, ,147.0,83.0,23.8,4.69,9.64,.487,1.69,3.97,.425,1.91,2.32,.824,1.18,3.38,4.56,1.29,0.33,0.58,1.52,1.27,12.99,.605,.574,6.17,14.81,10.88,11.08,10.54,0.82,2.38,25.99,173.64,-1.71,1.35,122.9,96.1,23.40
61,Andrew Andrews,None,None,PG,188cm,91kg,23,0,Washington,Sr,United States,NCAA,CAREER,NCAA DI, ,128.0,98.0,30.7,4.06,10.46,.388,1.52,4.31,.351,4.52,5.54,.815,1.05,3.19,4.24,3.02,1.16,0.08,2.62,2.06,14.16,.541,.461,3.83,11.67,7.74,19.33,13.61,2.17,0.24,24.16,155.50,-0.15,1.35,112.9,104.1,17.84
61,Brandon Austin,None,None,G,198cm,84kg,22,0,Northwest Florida State College,So *,United States,NCAA,CAREER,JUCO, ,35.0,35.0,15.1,5.20,12.91,.403,1.49,4.46,.333,3.89,5.14,.756,1.14,3.77,4.91,2.89,1.89,0.63,2.40,2.51,15.77,.513,.460,-,-,-,-,14.07,-,-,-,149.15,-,1.22,-,-,-
61,Gracin Bakumanya,None,None,C,211cm,100kg,18,0,Antibes (France),1997 DOB *,Democratic Republic of the Congo,GLEAGUE,CAREER, ,None,44.0,15.0,10.8,1.30,2.73,.475,0.00,0.00,.000,0.36,0.50,.727,1.27,2.00,3.27,0.34,0.36,0.23,1.82,0.64,2.95,.501,.475,12.25,21.05,16.45,4.62,17.76,1.63,1.76,14.00,120.23,-3.83,1.08,102.3,105.1,10.62
61,Cat Barber,None,None,G,185cm,78kg,21,0,NC State,Jr *,United States,NCAA,CAREER,NCAA DI, ,104.0,84.0,31.3,4.81,11.24,.428,0.79,2.27,.347,4.09,5.15,.793,0.62,2.63,3.26,3.88,0.67,0.03,1.90,2.12,14.49,.529,.463,2.25,9.34,5.82,25.49,13.39,1.31,0.10,25.78,156.81,1.53,1.29,112.1,108.5,18.19
61,Vashil Fernandez,None,None,FC,208cm,118kg,24,0,Valparaiso,Sr,Jamaica,NCAA,CAREER,NCAA DI, ,131.0,85.0,19.8,1.85,3.37,.548,0.00,0.00,.000,0.98,2.02,.485,1.83,3.31,5.14,0.29,0.35,2.20,2.56,1.00,4.67,.539,.548,11.55,18.52,15.24,2.81,18.76,1.07,12.21,13.98,103.24,-4.13,1.38,104.9,89.2,15.25
61,Quincy Ford,None,None,SF,203cm,102kg,23,0,Northeastern,Sr,United States,NCAA,CAREER,NCAA DI, ,130.0,117.0,31.9,4.05,9.82,.412,1.57,4.50,.349,2.78,3.68,.755,1.41,4.28,5.69,1.88,1.38,0.87,2.24,2.07,12.44,.538,.492,5.69,16.67,11.29,13.23,15.17,2.69,2.93,23.16,151.59,-2.66,1.27,105.9,99.7,17.63
61,Trey Freeman,None,None,G,188cm,84kg,23,0,Old Dominion,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,132.0,34.2,6.36,14.59,.436,1.02,2.76,.371,3.33,4.10,.812,0.51,3.25,3.76,4.01,1.21,0.10,1.93,1.97,17.07,.516,.471,1.74,11.08,6.40,26.30,10.65,2.18,0.33,28.13,161.90,2.12,1.17,110.8,102.1,20.18
61,Keith Hornsby,None,None,G,193cm,95kg,24,0,LSU,Sr,United States,NCAA,CAREER,NCAA DI, ,117.0,82.0,27.5,3.81,8.68,.439,1.50,3.85,.390,1.91,2.30,.829,0.68,2.61,3.28,1.82,1.05,0.26,1.50,1.35,11.03,.565,.526,2.86,10.26,6.70,12.53,12.15,2.17,0.97,19.74,165.86,-0.48,1.27,114.1,101.4,16.05
61,Julian Jacobs,None,None,G,193cm,82kg,21,0,USC,Jr *,United States,NCAA,CAREER,NCAA DI, ,95.0,72.0,28.7,3.23,6.96,.464,0.44,1.43,.309,1.96,2.77,.707,0.84,3.66,4.51,4.18,1.14,0.42,2.35,2.67,8.86,.536,.496,3.28,13.42,8.50,27.38,24.42,2.25,1.47,18.59,148.05,0.37,1.27,100.6,103.0,14.03
61,Nikola Jovanovic,None,None,FC,211cm,109kg,22,0,USC,Jr *,Serbia,NCAA,CAREER,NCAA DI, ,98.0,89.0,24.9,4.14,7.99,.519,0.18,0.60,.305,2.38,3.54,.671,2.05,4.09,6.14,0.44,0.33,0.60,2.49,1.65,10.85,.561,.530,9.22,17.23,13.36,3.67,14.60,0.74,2.41,22.17,149.51,-5.21,1.36,107.7,103.4,16.73
61,Trey Lewis,None,None,PG,188cm,84kg,23,0,Louisville,Sr,United States,NCAA,CAREER,NCAA DI, ,118.0,93.0,29.5,4.08,9.77,.418,1.91,4.97,.383,2.19,2.90,.757,0.69,2.74,3.42,2.52,0.95,0.14,1.89,1.95,12.27,.550,.516,2.83,11.29,7.06,17.53,14.88,2.00,0.62,23.38,155.87,-0.96,1.26,110.6,100.2,16.78
61,Egidijus Mockevicius,None,None,PF,208cm,108kg,23,0,Evansville,Sr,Lithuania,NCAA,CAREER,NCAA DI, ,136.0,133.0,25.7,4.05,6.57,.617,0.00,0.00,.000,2.96,4.03,.734,2.20,7.06,9.26,0.32,0.64,2.18,3.12,1.30,11.06,.652,.617,10.87,31.98,21.88,2.68,13.31,1.49,9.35,20.17,135.06,-4.25,1.68,122.7,89.0,24.66
61,Mamadou Ndiaye,None,None,C,229cm,136kg,22,0,UC Irvine,Jr *,Senegal / United States,NCAA,CAREER,NCAA DI, ,86.0,81.0,21.7,4.00,5.92,.676,0.00,0.01,.000,2.21,4.05,.546,1.84,4.60,6.44,0.38,0.17,2.51,2.72,1.90,10.21,.651,.676,10.23,22.27,16.67,3.91,19.47,0.49,12.24,23.57,122.18,-7.70,1.72,109.7,90.5,23.34
61,Ike Nwamu,None,None,GF,196cm,93kg,23,0,UNLV,Sr,United States / Nigeria,NCAA,CAREER,NCAA DI, ,130.0,58.0,21.6,3.11,7.32,.425,1.35,3.62,.374,2.09,2.90,.721,0.56,2.05,2.62,1.15,0.62,0.26,1.70,1.52,9.66,.556,.517,3.11,10.91,7.09,11.15,14.91,1.71,1.40,24.50,152.00,-3.53,1.32,106.3,99.9,15.67
61,Angel Rodriguez,None,None,PG,180cm,82kg,23,0,Miami (FL),Sr,Puerto Rico / United States,NCAA,CAREER,NCAA DI, ,132.0,113.0,27.2,3.40,9.04,.376,1.45,4.42,.328,2.83,3.70,.764,0.55,1.81,2.36,4.23,1.58,0.12,2.56,2.47,11.08,.513,.456,2.45,7.84,5.18,31.84,18.62,3.57,0.48,25.63,146.83,1.33,1.23,105.0,97.6,16.95
