Pick,Name,Team,Draft-Trades,Pos,HT,WT,Age,YOS,Pre-Draft Team,Class,Nationality,League,Season,School,Class,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,Total S %,PPR,PPS,ORtg,DRtg,PER
61,Chasson Randle,None,None,PG,191cm,84kg,22,4,Stanford,Sr,United States,NCAA,CAREER,NCAA DI, ,144.0,142.0,33.3,5.28,12.32,.428,2.11,5.46,.387,3.83,4.75,.806,0.53,2.75,3.28,2.47,1.15,0.08,2.67,2.24,16.49,.566,.514,1.85,9.60,5.74,16.27,13.30,2.05,0.24,25.85,162.07,-1.77,1.34,112.7,100.1,18.41
61,Alan Williams,None,None,FC,203cm,120kg,22,4,UC Santa Barbara,Sr,United States,NCAA,CAREER,NCAA DI, ,113.0,97.0,26.8,5.64,11.47,.492,0.00,0.03,.000,4.05,5.74,.706,3.58,6.40,9.97,1.04,0.96,1.90,2.75,1.73,15.33,.540,.492,16.20,27.33,21.93,9.87,10.89,2.24,8.20,31.91,119.72,-4.09,1.34,113.5,90.8,29.91
61,Malcolm Miller,None,None,SF,198cm,92kg,22,3,Holy Cross,Sr,United States,NCAA,CAREER,NCAA DI, ,112.0,93.0,26.0,2.96,6.65,.444,0.94,2.54,.370,2.18,2.85,.765,0.72,4.02,4.74,1.46,0.82,1.29,2.46,1.56,9.03,.564,.515,3.37,19.20,11.19,12.69,16.33,1.97,5.57,19.94,157.89,-2.35,1.36,107.2,98.6,17.15
61,Briante Weber,None,None,G,188cm,77kg,22,3,VCU,Sr,United States,NCAA,CAREER,NCAA DI, ,127.0,65.0,23.4,2.33,5.47,.426,0.31,1.17,.270,1.81,2.34,.774,0.81,2.51,3.32,2.98,2.94,0.20,2.20,1.46,6.79,.516,.455,3.68,13.23,8.10,23.51,18.12,7.43,0.97,16.99,147.06,2.24,1.24,108.8,83.9,19.38
61,Nicolas Brussino,None,None,G,203cm,88kg,22,2,Regatas Corrientes (Argentina),1993 DOB,Argentina,GLEAGUE,CAREER, ,None,13.0,5.0,28.2,4.23,7.92,.534,1.85,4.23,.436,1.85,2.08,.889,1.15,5.31,6.46,4.08,1.62,0.77,2.23,2.23,12.15,.688,.650,4.46,20.54,12.49,20.77,20.16,2.71,2.25,16.47,185.92,1.70,1.53,121.7,106.9,19.27
61,Javonte Green,None,None,G,193cm,93kg,21,2,Radford,Sr,United States / Montenegro,NCAA,CAREER,NCAA DI, ,133.0,122.0,25.4,5.27,10.15,.519,0.18,0.76,.238,3.65,5.55,.657,2.71,5.29,8.00,1.06,1.83,0.67,2.69,1.84,14.37,.562,.528,11.82,24.61,18.02,10.17,12.59,4.25,2.70,28.94,141.41,-4.40,1.42,113.1,92.8,28.02
61,Vincent Poirier,None,None,C,213cm,107kg,21,2, ,1993 DOB,France,GLEAGUE,CAREER, ,None,4.0,0.0,26.5,5.75,9.25,.622,0.25,0.50,.500,2.25,2.50,.900,3.50,5.50,9.00,2.00,0.75,3.25,2.75,2.00,16.25,.785,.635,13.28,19.44,16.47,11.47,16.19,1.37,9.65,18.78,202.16,-2.51,1.76,127.0,112.7,26.58
61,Juan Toscano-Anderson,None,None,F,198cm,97kg,22,2,Marquette,Sr,United States / Mexico,NCAA,CAREER,NCAA DI, ,121.0,77.0,15.4,1.41,3.36,.421,0.27,0.94,.289,0.74,1.24,.593,1.15,2.16,3.31,0.99,0.76,0.26,1.71,1.07,3.83,.486,.462,9.09,15.92,12.62,12.62,21.41,2.99,1.85,16.91,130.40,-2.71,1.14,96.1,95.4,12.51
61,William Howard,None,None,F,203cm,94kg,21,1,BCM Gravelines (France),1993 DOB,France,GLEAGUE,CAREER, ,None,36.0,30.0,31.0,4.47,9.19,.486,1.97,5.39,.366,1.17,1.42,.824,0.94,4.39,5.33,2.58,1.61,0.61,2.06,1.33,12.83,.654,.594,3.37,14.91,9.29,11.52,11.96,2.47,1.70,15.33,167.59,1.25,1.40,119.3,108.9,15.73
61,Le'Bryan Nash,None,None,SF,201cm,107kg,22,1,Oklahoma State,Sr,United States,NCAA,CAREER,NCAA DI, ,126.0,120.0,30.9,5.03,10.95,.459,0.24,1.14,.208,4.28,5.67,.754,1.22,3.85,5.07,1.72,0.63,0.58,2.98,2.56,14.58,.534,.470,4.71,13.91,9.45,12.90,15.77,1.21,2.03,27.41,142.16,-4.52,1.33,102.5,98.8,16.90
61,Maurice Ndour,None,None,F,206cm,91kg,23,1,Ohio,Sr,Senegal,NCAA,CAREER,NCAA DI, ,66.0,61.0,32.3,5.26,10.55,.499,0.70,1.77,.393,3.64,4.80,.757,1.91,5.70,7.61,1.61,0.83,1.88,2.70,2.70,14.85,.579,.532,7.08,19.52,13.54,11.04,17.37,1.55,6.16,25.32,164.88,-5.00,1.41,107.2,98.8,20.54
61,Levi Randolph,None,None,SG,196cm,94kg,22,1,Alabama,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,120.0,30.7,3.37,7.73,.436,0.88,2.67,.331,2.27,3.04,.747,1.24,3.04,4.28,1.80,1.11,0.16,1.99,1.31,9.90,.539,.493,5.04,11.63,8.44,12.86,12.51,2.29,0.59,18.69,151.38,-0.38,1.28,112.2,98.6,15.74
61,Julian Washburn,None,None,SG,203cm,95kg,23,1,UTEP,Sr,United States,NCAA,CAREER,NCAA DI, ,130.0,124.0,34.0,4.55,10.42,.436,0.92,2.68,.342,1.71,2.45,.696,0.78,3.03,3.82,2.10,0.91,0.42,1.85,1.63,11.72,.505,.480,2.99,10.10,6.78,14.17,12.34,1.68,1.36,21.35,147.40,-0.71,1.12,101.6,99.7,13.71
61,Greg Whittington,None,None,PF,203cm,96kg,22,1,Georgetown,Sr,United States,NCAA,CAREER,NCAA DI, ,46.0,13.0,24.4,2.37,5.59,.424,0.80,2.43,.330,0.96,1.54,.620,1.13,2.91,4.04,1.20,0.80,0.61,2.11,1.35,6.50,.514,.496,5.99,13.81,10.12,9.80,17.58,2.07,2.87,17.13,137.42,-2.39,1.16,100.6,90.8,12.77
61,Darion Atkins,None,None,PF,203cm,107kg,22,0,Virginia,Sr,United States,NCAA,CAREER,NCAA DI, ,123.0,42.0,15.1,1.92,3.78,.508,0.00,0.01,.000,0.59,1.06,.562,1.28,2.15,3.43,0.37,0.46,0.83,1.67,0.72,4.43,.517,.508,11.10,17.12,14.23,5.52,14.45,1.99,6.65,18.96,106.91,-3.47,1.17,103.8,86.3,16.77
61,Ryan Boatright,None,None,PG,180cm,79kg,22,0,Connecticut,Sr,United States / Armenia,NCAA,CAREER,NCAA DI, ,128.0,110.0,33.8,4.42,10.64,.416,1.55,4.09,.380,3.55,4.48,.794,0.51,2.98,3.48,3.84,1.41,0.17,1.61,2.36,13.95,.546,.489,1.89,9.75,6.07,24.73,15.60,2.60,0.54,24.30,158.94,0.61,1.31,109.7,99.1,18.34
61,"Derek Cooke, Jr.",None,None,F,206cm,100kg,23,0,Wyoming,Sr,United States,NCAA,CAREER,NCAA DI, ,102.0,69.0,20.7,2.39,3.71,.646,0.01,0.03,.333,0.98,2.11,.465,1.53,3.62,5.15,0.72,0.58,0.69,1.84,0.94,5.77,.613,.647,10.40,21.93,16.49,8.44,16.66,1.88,3.97,16.48,144.40,-2.48,1.56,113.9,92.8,18.01
61,Will Cummings,None,None,PG,188cm,79kg,22,0,Temple,Sr,United States,NCAA,CAREER,NCAA DI, ,120.0,98.0,26.2,3.27,7.85,.416,0.62,2.25,.278,3.22,4.16,.774,0.68,2.13,2.81,2.98,1.32,0.17,2.29,1.61,10.38,.528,.456,2.82,9.31,5.99,22.73,14.07,3.01,0.68,22.21,146.75,1.42,1.32,110.0,101.6,17.32
61,Shawn Dawson,None,None,F,198cm,93kg,21,0,Maccabi Rosh HaAyin (Israel),1993 DOB,Israel,INTERNATIONAL,2015-16 *,All Teams,All Leagues,54.0,53.0,30.1,5.06,10.13,.499,1.13,3.30,.343,2.59,3.57,.725,0.93,4.35,5.28,2.56,1.61,0.94,3.13,2.56,13.83,.591,.555,4.00,17.71,11.06,15.25,17.92,2.86,3.22,22.77,156.72,-2.80,1.37,104.2,101.0,16.34
61,Nnanna Egwu,None,None,C,211cm,113kg,22,0,Illinois,Sr,Nigeria / United States,NCAA,CAREER,NCAA DI, ,136.0,106.0,23.9,2.32,5.31,.438,0.12,0.46,.258,0.75,1.06,.708,2.00,2.63,4.63,0.54,0.49,1.48,2.79,0.99,5.51,.474,.449,9.79,13.66,11.67,4.60,14.50,1.29,7.26,15.10,140.41,-2.72,1.04,100.7,97.5,12.49
61,LaDontae Henton,None,None,F,198cm,98kg,23,0,Providence,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,134.0,36.4,5.36,12.26,.437,1.39,4.11,.337,3.14,4.15,.757,2.40,5.41,7.81,1.17,1.17,0.68,2.42,1.82,15.25,.536,.494,7.56,17.10,12.33,7.22,11.35,1.97,1.97,22.59,153.15,-2.92,1.24,111.5,99.9,18.47
61,Jonathan Holmes,None,None,F,206cm,110kg,22,0,Texas,Sr,United States,NCAA,CAREER,NCAA DI, ,127.0,107.0,23.1,3.13,6.84,.457,0.74,2.35,.314,2.19,3.02,.724,2.31,3.59,5.90,0.72,0.61,0.89,2.76,1.41,9.18,.554,.511,11.37,16.98,14.24,6.76,14.55,1.58,4.09,21.03,149.52,-4.03,1.34,113.3,96.5,18.75
61,Michael Holyfield,None,None,C,211cm,122kg,22,0,Sam Houston State,Sr,United States,NCAA,CAREER,NCAA DI, ,131.0,108.0,16.5,2.18,3.73,.585,0.00,0.01,.000,1.22,2.21,.554,2.38,3.49,5.87,0.24,0.35,1.46,2.90,1.38,5.59,.584,.585,16.27,24.91,20.49,3.30,22.42,1.29,9.98,19.05,113.85,-7.47,1.50,103.6,86.8,18.72
61,Kadeem Jack,None,None,PF,206cm,102kg,22,0,Rutgers,Sr,United States,NCAA,CAREER,NCAA DI, ,111.0,66.0,23.2,3.68,8.09,.455,0.15,0.46,.333,1.88,2.97,.633,1.99,3.29,5.28,0.56,0.63,0.90,2.34,1.63,9.41,.495,.465,9.68,16.70,13.11,5.58,14.65,1.64,4.42,24.55,142.21,-5.45,1.16,98.0,103.6,16.29
61,Nino Johnson,None,None,F,206cm,111kg,22,0,Southeast Missouri State,Sr,United States,NCAA,CAREER,NCAA DI, ,119.0,78.0,23.2,3.10,5.55,.558,0.02,0.08,.222,2.08,3.65,.571,1.87,4.27,6.13,0.98,0.84,1.52,2.49,1.74,8.32,.571,.560,9.50,20.34,15.10,7.96,19.27,2.11,6.77,19.64,135.19,-4.55,1.50,105.8,98.8,18.47
61,Michale Kyser,None,None,F,206cm,95kg,23,0,Louisiana Tech,Sr,United States,NCAA,CAREER,NCAA DI, ,139.0,104.0,21.3,2.52,4.63,.543,0.00,0.01,.000,1.14,2.04,.558,2.04,3.29,5.33,0.40,0.55,2.61,2.37,0.66,6.17,.551,.543,10.21,17.15,13.62,3.56,10.57,1.47,12.26,14.34,110.18,-1.76,1.33,116.4,89.6,18.70
61,Denzel Livingston,None,None,G,193cm,81kg,22,0,Incarnate Word,Sr,United States,NCAA,CAREER,NCAA DI, ,29.0,28.0,36.9,6.55,14.41,.455,1.59,4.62,.343,6.83,8.48,.805,1.48,4.45,5.93,2.93,2.55,1.31,2.97,2.76,21.52,.583,.510,4.86,13.97,9.51,16.81,13.01,3.96,3.47,29.31,160.27,-2.05,1.49,116.3,100.9,25.91
61,Yannis Morin,None,None,FC,208cm,95kg,21,0,Cholet Basket (France),1993 DOB,France,GLEAGUE,CAREER, ,None,33.0,3.0,16.7,2.39,4.42,.541,0.09,0.55,.167,0.88,1.33,.659,1.94,2.18,4.12,0.88,0.52,0.76,1.91,0.85,5.76,.575,.551,11.87,13.64,12.75,7.78,14.48,1.48,4.31,14.59,136.69,-1.58,1.30,117.0,105.8,14.96
61,Youssoupha Ndoye,None,None,C,213cm,113kg,23,0,St. Bonaventure,Sr,Senegal,NCAA,CAREER,NCAA DI, ,123.0,82.0,22.5,2.72,5.37,.508,0.00,0.01,.000,2.45,3.63,.673,1.79,3.93,5.72,0.47,0.52,1.70,2.70,1.89,7.89,.557,.508,9.52,20.88,15.21,4.30,21.08,1.39,8.64,20.47,118.10,-7.06,1.47,101.2,96.8,16.53
61,Kevin Pangos,None,None,PG,188cm,84kg,22,0,Gonzaga,Sr,Canada,NCAA,CAREER,NCAA DI, ,142.0,141.0,33.1,3.99,9.18,.434,2.27,5.45,.416,2.61,3.09,.843,0.32,2.53,2.85,3.77,1.25,0.05,1.89,1.56,12.85,.603,.558,1.27,8.24,5.07,20.54,12.80,2.27,0.16,19.29,169.29,2.90,1.40,125.4,97.9,18.21
61,Jaleel Roberts,None,None,C,213cm,107kg,22,0,UNC Asheville,Sr,United States,NCAA,CAREER,NCAA DI, ,90.0,5.0,12.3,1.71,2.94,.581,0.00,0.01,.000,0.72,1.11,.650,1.04,2.13,3.18,0.27,0.17,1.43,2.08,0.79,4.14,.597,.581,10.06,18.95,14.69,4.18,18.51,0.78,12.13,17.01,123.11,-4.75,1.41,110.2,98.5,17.56
61,Wesley Saunders,None,None,SF,196cm,98kg,22,0,Harvard,Sr,United States,NCAA,CAREER,NCAA DI, ,120.0,88.0,29.8,4.13,8.60,.481,0.42,1.06,.402,3.90,5.16,.756,1.07,3.02,4.10,3.19,1.45,0.42,1.98,2.27,12.59,.570,.505,4.88,12.54,8.88,24.87,17.07,3.11,1.59,24.85,163.83,-0.53,1.46,112.1,93.4,20.76
61,Mike Scott,None,None,PG,183cm,82kg,21,0,Idaho,Sr,United States,NCAA,CAREER,NCAA DI, ,64.0,44.0,26.0,4.12,9.45,.436,1.22,3.53,.345,1.70,2.28,.747,0.44,2.36,2.80,3.67,1.00,0.14,1.62,1.36,11.17,.530,.501,2.03,10.68,6.41,29.91,11.43,2.27,0.62,23.55,152.81,4.11,1.18,114.7,109.3,18.95
61,Shannon Scott,None,None,G,185cm,84kg,22,0,Ohio State,Sr,United States,NCAA,CAREER,NCAA DI, ,144.0,58.0,22.0,2.05,5.07,.404,0.42,1.52,.279,0.92,1.40,.662,0.65,2.03,2.69,3.67,1.47,0.15,1.72,1.58,5.44,.475,.446,3.60,10.82,7.28,30.04,21.64,4.09,0.80,17.41,134.43,3.99,1.07,101.9,90.5,14.91
61,Keifer Sykes,None,None,PG,183cm,82kg,21,0,Green Bay,Sr,United States,NCAA,CAREER,NCAA DI, ,127.0,122.0,33.4,5.61,12.37,.454,0.89,2.72,.327,4.39,5.61,.782,0.65,3.03,3.68,4.08,1.22,0.09,2.24,2.26,16.50,.549,.490,2.33,10.45,6.48,28.04,13.07,2.24,0.28,27.03,156.27,1.40,1.33,113.2,98.9,20.65
61,Sam Thompson,None,None,F,201cm,91kg,22,0,Ohio State,Sr,United States,NCAA,CAREER,NCAA DI, ,146.0,83.0,22.9,2.59,5.49,.472,0.50,1.58,.316,1.18,1.78,.662,0.60,2.15,2.75,1.06,0.69,0.75,1.51,0.84,6.86,.541,.517,3.18,10.97,7.14,8.69,11.74,1.85,3.79,16.36,144.95,-0.60,1.25,110.3,93.9,14.17
61,Travis Trice,None,None,PG,188cm,79kg,22,0,Michigan State,Sr,United States,NCAA,CAREER,NCAA DI, ,134.0,41.0,23.6,2.77,7.10,.390,1.51,3.82,.395,1.43,1.99,.715,0.29,1.80,2.09,2.89,0.91,0.12,1.76,1.32,8.47,.526,.496,1.51,8.59,5.20,23.33,14.09,2.38,0.59,20.82,149.96,2.64,1.19,111.0,98.8,15.34
61,Dez Wells,None,None,GF,196cm,98kg,23,0,Maryland,Sr,United States,NCAA,CAREER,NCAA DI, ,130.0,126.0,28.9,4.71,9.54,.494,0.65,1.75,.374,3.08,4.03,.765,1.07,3.76,4.83,2.26,0.92,0.51,2.16,2.47,13.15,.574,.528,4.45,14.10,9.53,17.46,17.74,1.91,1.89,24.82,163.33,-3.33,1.38,108.5,97.1,18.98
61,Ding Yanyuhang,None,None,SF,201cm,91kg,21,0,Shandong (China),1993 DOB,China,INTERNATIONAL,2014-15,Shandong,CBA,31.0,26.0,32.0,4.71,10.52,.448,1.39,4.68,.297,3.00,3.81,.788,1.26,3.32,4.58,1.48,0.71,0.06,2.00,1.45,13.81,.566,.514,4.74,12.43,8.60,7.47,10.64,1.21,0.19,20.21,153.25,-1.52,1.31,116.4,119.5,12.86
61,T.J. McConnell,None,None,G,188cm,86kg,23,6,Arizona,Sr,United States,NCAA,CAREER,NCAA DI, ,139.0,137.0,31.8,3.96,8.07,.490,0.99,2.60,.381,1.27,1.70,.746,0.66,3.19,3.86,5.40,2.33,0.17,1.86,2.02,10.17,.573,.552,2.47,11.67,7.12,31.85,18.55,4.36,0.58,17.37,161.72,4.94,1.26,116.4,91.2,19.26
61,Christian Wood,None,None,PF,208cm,101kg,19,5,UNLV,So *,United States,NCAA,CAREER,NCAA DI, ,63.0,34.0,23.3,3.73,7.83,.477,0.57,2.19,.261,2.35,3.14,.747,1.90,4.86,6.76,0.84,0.33,1.89,2.10,1.51,10.38,.557,.513,9.43,21.86,15.94,8.06,13.93,0.88,7.73,24.47,148.50,-4.12,1.33,109.6,92.6,22.03
61,Alfonzo McKinnie,None,None,F,203cm,98kg,22,4,Green Bay,Sr,United States,NCAA,CAREER,NCAA DI, ,96.0,52.0,18.9,2.81,5.57,.505,0.28,0.80,.351,1.25,2.01,.622,1.90,3.26,5.16,0.24,0.49,0.52,2.75,1.26,7.16,.548,.530,12.34,20.39,16.45,2.89,16.18,1.65,3.17,21.98,147.71,-6.14,1.28,104.0,96.0,16.92
61,Aaron Harrison,None,None,GF,198cm,95kg,20,3,Kentucky,So *,United States,NCAA,CAREER,NCAA DI, ,79.0,78.0,29.2,4.05,9.89,.410,1.53,4.57,.335,2.76,3.51,.787,0.52,2.25,2.77,1.63,1.09,0.23,1.85,1.27,12.39,.536,.487,2.17,8.44,5.48,11.37,9.88,2.30,0.82,22.40,153.19,-0.62,1.25,117.6,95.5,16.66
61,Cliff Alexander,None,None,PF,203cm,111kg,19,2,Kansas,Fr *,United States,NCAA,CAREER,NCAA DI, ,28.0,6.0,17.6,2.61,4.61,.566,0.00,0.00,.000,1.89,2.82,.671,1.96,3.32,5.29,0.43,0.18,1.32,2.04,1.00,7.11,.598,.566,13.28,20.01,16.84,5.20,14.39,0.61,7.70,20.14,123.68,-4.01,1.54,118.6,94.4,21.58
61,Michael Frazier,None,None,G,193cm,91kg,21,2,Florida,Jr *,United States,NCAA,CAREER,NCAA DI, ,101.0,54.0,25.7,3.15,7.10,.444,2.25,5.20,.432,1.34,1.56,.854,0.60,2.93,3.53,1.12,0.93,0.10,1.57,1.21,9.88,.630,.602,2.93,13.80,8.45,8.83,13.35,2.30,0.45,19.08,173.03,-1.89,1.39,121.3,91.5,17.65
61,Luis Montero,None,None,SF,201cm,84kg,22,2,Westchester CC,So *,Dominican Republic
61,Bryce Dejean-Jones,None,None,G,196cm,95kg,22,1,Iowa State,Sr,United States,NCAA,CAREER,NCAA DI, ,117.0,86.0,24.7,3.77,8.79,.429,1.03,3.05,.336,2.26,3.30,.684,0.99,3.03,4.03,2.32,0.94,0.25,2.14,1.82,10.82,.523,.487,4.61,13.17,9.04,19.34,14.95,2.24,1.00,24.97,144.91,-1.08,1.23,105.0,96.5,17.12
61,Duje Dukan,None,None,F,208cm,100kg,23,1,Wisconsin,Sr,Croatia,NCAA,CAREER,NCAA DI, ,95.0,0.0,10.2,1.12,2.61,.427,0.46,1.41,.328,0.44,0.67,.656,0.53,1.22,1.75,0.39,0.15,0.04,0.87,0.38,3.14,.535,.516,6.89,14.86,11.02,7.35,11.45,0.95,0.42,18.51,141.20,-1.29,1.20,112.8,98.1,13.81
61,Stephan Hicks,None,None,GF,198cm,91kg,23,1,Cal State Northridge,Sr,United States,NCAA,CAREER,NCAA DI, ,122.0,115.0,32.3,5.34,10.96,.487,0.48,1.52,.314,4.91,6.04,.813,2.30,4.15,6.45,1.12,1.26,0.29,2.33,1.86,16.06,.581,.509,8.20,15.18,11.64,8.02,11.86,2.28,1.03,24.08,161.32,-3.34,1.47,117.6,106.4,21.13
61,Vince Hunter,None,None,F,203cm,98kg,20,1,UTEP,So *,United States,NCAA,CAREER,NCAA DI, ,67.0,58.0,27.1,4.93,9.12,.540,0.06,0.18,.333,3.69,6.10,.604,2.46,5.40,7.87,1.48,1.01,0.88,3.12,2.37,13.60,.566,.543,11.40,21.50,16.83,13.26,16.49,2.30,3.51,28.27,147.73,-5.19,1.49,107.6,90.3,22.75
61,Stanton Kidd,None,None,F,201cm,98kg,23,1,Colorado State,Sr,United States,NCAA,CAREER,NCAA DI, ,65.0,65.0,31.1,4.94,9.72,.508,0.86,2.20,.392,2.20,3.08,.715,2.32,3.62,5.94,1.43,0.92,0.71,2.57,1.75,12.94,.578,.552,9.25,13.60,11.49,10.62,13.56,1.83,2.72,21.95,161.45,-2.62,1.33,114.3,93.2,18.92
61,J.J. O'Brien,None,None,F,201cm,103kg,23,1,San Diego State,Sr,United States,NCAA,CAREER,NCAA DI, ,127.0,125.0,29.0,3.26,6.94,.470,0.15,0.60,.250,1.41,2.34,.603,2.18,2.71,4.89,1.61,0.91,0.29,1.83,1.49,8.08,.502,.481,8.72,10.79,9.76,11.64,15.61,1.99,1.09,17.27,132.26,-1.51,1.16,105.0,95.2,14.12
61,Jordan Sibert,None,None,SG,193cm,85kg,22,1,Dayton,Sr,United States,NCAA,CAREER,NCAA DI, ,120.0,71.0,22.2,3.05,7.10,.430,1.53,4.22,.364,1.98,2.67,.738,0.29,1.88,2.17,1.32,0.94,0.09,1.50,1.15,9.61,.574,.538,1.64,10.00,5.93,11.48,12.08,2.58,0.47,22.61,153.15,-1.25,1.35,113.2,94.5,17.14
61,Brandon Ashley,None,None,F,206cm,104kg,20,0,Arizona,Jr *,United States,NCAA,CAREER,NCAA DI, ,95.0,81.0,25.1,3.71,7.14,.519,0.27,0.72,.382,2.62,3.62,.724,1.73,3.64,5.37,0.75,0.58,0.62,2.86,1.54,10.31,.582,.538,8.63,17.04,12.97,5.96,14.79,1.39,2.68,21.35,162.54,-4.14,1.44,114.2,91.4,17.75
61,J.J. Avila,None,None,F,203cm,113kg,23,0,Colorado State,Sr,United States,NCAA,CAREER,NCAA DI, ,115.0,103.0,31.5,5.56,11.69,.475,0.93,3.07,.303,3.10,4.15,.746,2.32,4.48,6.80,2.84,1.63,0.48,2.67,2.59,15.14,.554,.515,8.31,17.19,12.59,22.50,15.95,3.11,1.81,26.43,152.49,-2.22,1.30,108.9,98.2,21.94
61,Mike Cobbins,None,None,PF,203cm,104kg,22,0,Oklahoma State,Sr,United States,NCAA,CAREER,NCAA DI, ,105.0,83.0,25.4,2.39,4.47,.535,0.00,0.02,.000,1.06,1.70,.624,1.63,3.98,5.61,0.54,0.65,1.55,2.51,1.03,5.84,.554,.535,7.74,17.86,12.95,4.26,16.33,1.53,6.65,13.07,115.88,-2.64,1.31,108.0,94.6,13.97
61,Corey Hawkins,None,None,G,191cm,88kg,23,0,UC Davis,Sr,United States,NCAA,CAREER,NCAA DI, ,110.0,85.0,28.1,5.10,10.91,.468,1.60,3.95,.406,4.05,5.05,.802,0.67,3.60,4.27,2.70,1.24,0.23,1.78,2.05,15.85,.595,.541,3.03,15.30,9.35,23.14,13.38,2.69,0.89,29.65,167.48,-0.93,1.45,116.0,105.4,24.56
61,Jon Horford,None,None,PF,208cm,111kg,23,0,Florida,Sr,United States,NCAA,CAREER,NCAA DI, ,138.0,40.0,12.4,1.49,2.85,.522,0.10,0.44,.230,0.63,0.86,.731,1.10,2.21,3.31,0.30,0.23,0.64,1.72,0.48,3.70,.568,.539,11.22,21.96,16.66,4.89,12.80,1.19,5.86,16.74,148.22,-2.37,1.30,116.6,94.6,17.53
61,Trevor Lacey,None,None,G,191cm,94kg,23,0,NC State,Jr *,United States / Germany,NCAA,CAREER,NCAA DI, ,104.0,87.0,30.8,3.88,9.33,.416,1.64,4.50,.365,2.10,2.82,.744,0.46,3.36,3.82,2.84,1.06,0.23,1.62,1.95,11.51,.540,.505,1.81,12.49,7.29,20.18,15.47,2.17,0.83,22.13,152.59,-0.21,1.23,107.6,96.8,16.64
61,Yanick Moreira,None,None,C,211cm,100kg,23,0,Southern Methodist,Sr,Angola,NCAA,CAREER,NCAA DI, ,56.0,48.0,20.3,3.52,6.52,.540,0.00,0.00,.000,2.16,3.34,.647,1.89,3.62,5.52,0.75,0.52,0.95,1.62,1.50,9.20,.567,.540,12.02,20.22,16.48,7.94,15.62,1.49,6.04,25.27,118.68,-5.21,1.41,109.2,91.0,21.23
61,Terran Petteway,None,None,SF,198cm,95kg,22,0,Nebraska,Jr *,United States,NCAA,CAREER,NCAA DI, ,91.0,74.0,27.1,4.36,10.75,.406,1.41,4.44,.317,3.37,4.51,.749,0.65,3.36,4.01,1.75,0.77,0.62,2.65,2.49,13.51,.524,.471,3.00,14.73,9.02,17.26,16.22,1.75,2.73,31.01,147.15,-5.05,1.26,98.2,100.4,17.41
61,Michael Qualls,None,None,G,198cm,93kg,21,0,Arkansas,Jr *,United States,NCAA,CAREER,NCAA DI, ,100.0,56.0,23.8,3.64,8.51,.428,1.03,3.12,.330,2.69,3.72,.723,1.43,3.02,4.45,1.47,0.86,0.55,1.35,1.33,11.00,.535,.488,6.52,14.32,10.34,11.90,11.46,2.04,2.44,23.43,148.10,-1.37,1.29,111.6,98.1,18.78
61,Jordan Railey,None,None,C,213cm,111kg,23,0,Washington State,Sr,United States,NCAA,CAREER,NCAA DI, ,99.0,47.0,12.9,1.48,3.21,.462,0.01,0.03,.333,0.60,1.39,.428,0.88,1.41,2.29,0.58,0.31,0.86,2.20,0.88,3.58,.461,.464,7.71,12.63,10.15,9.20,18.49,1.42,6.79,18.98,122.31,-3.78,1.11,89.6,101.3,10.55
61,Joshua Smith,None,None,C,208cm,159kg,23,0,Georgetown,Sr,United States,NCAA,CAREER,NCAA DI, ,117.0,70.0,19.5,3.81,6.45,.591,0.00,0.01,.000,2.73,4.44,.613,2.59,2.74,5.32,0.73,0.85,0.76,3.24,1.79,10.35,.604,.591,16.34,16.03,16.18,8.73,17.33,2.63,4.22,27.45,120.42,-6.81,1.60,113.0,94.4,24.40
61,Juwan Staten,None,None,G,180cm,84kg,23,0,West Virginia,Sr,United States,NCAA,CAREER,NCAA DI, ,129.0,118.0,31.3,4.20,9.83,.427,0.24,0.84,.287,3.43,4.87,.705,0.56,2.78,3.33,4.83,1.09,0.05,1.57,2.09,12.08,.497,.440,1.90,10.73,6.03,32.72,14.66,2.06,0.17,22.49,141.99,3.61,1.23,108.3,103.1,16.66
61,Robert Upshaw,None,None,C,213cm,113kg,21,0,Washington,So *,United States,NCAA,CAREER,NCAA DI, ,41.0,9.0,20.4,3.00,5.93,.506,0.00,0.02,.000,1.29,2.93,.442,1.71,4.12,5.83,0.37,0.32,3.02,2.27,1.12,7.29,.498,.506,9.62,22.80,16.27,4.24,13.29,0.96,15.81,21.85,94.78,-4.42,1.23,99.2,87.7,20.62
61,Corey Walden,None,None,G,188cm,86kg,22,0,Eastern Kentucky,Sr,United States,NCAA,CAREER,NCAA DI, ,125.0,110.0,31.8,4.68,9.31,.503,1.33,3.82,.348,3.77,4.50,.838,0.78,2.97,3.74,2.93,2.34,0.12,3.06,2.19,14.46,.631,.574,3.17,12.57,7.79,19.72,16.07,4.44,0.49,23.07,168.87,-0.76,1.55,119.6,98.3,21.85
