me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
10.0932352941176,0,absolute_error,best,8,4,2,0.001,0.01
10.0947899159664,0,absolute_error,best,32,2,2,0.01,0
10.0961974789916,0,absolute_error,best,48,6,1,0.01,0
10.098025210084,1,absolute_error,best,48,6,1,0.01,0
10.1042857142857,0,absolute_error,best,16,4,4,0.01,0
10.1065756302521,0,absolute_error,best,8,6,2,0.01,0
10.1069957983193,0,absolute_error,best,8,2,1,0.01,0
10.1074789915966,0,absolute_error,best,8,2,4,0.01,0
10.1081092436975,0,absolute_error,best,48,4,2,0.01,0
10.1137605042017,0,absolute_error,best,32,6,2,0.01,0
10.1177941176471,0,absolute_error,best,8,6,2,0.001,0.01
10.1181932773109,0,absolute_error,best,8,6,1,0.001,0.01
10.1185924369748,0,absolute_error,best,8,2,2,0,0.01
10.1219432773109,0,absolute_error,best,8,6,2,0.001,0.001
10.1426575630252,0,absolute_error,best,8,6,1,0.001,0
10.1494117647059,0,absolute_error,best,16,4,1,0.01,0
10.1515336134454,0,absolute_error,best,24,2,2,0.01,0
10.1613340336134,0,absolute_error,best,8,4,2,0.001,0
10.1693487394958,0,absolute_error,best,48,6,2,0.01,0
10.1702836134454,0,absolute_error,best,8,6,2,0,0.001
10.1782352941176,0,absolute_error,best,32,2,4,0.01,0
10.1826155462185,0,absolute_error,best,32,6,1,0.01,0
10.1840861344538,0,absolute_error,best,8,4,4,0,0.01
10.1863970588235,0,absolute_error,best,8,4,4,0.001,0.01
10.186712184874,0,absolute_error,best,8,4,2,0.001,0.001
10.1876995798319,0,absolute_error,best,24,4,4,0.01,0
10.1908718487395,0,absolute_error,best,8,2,4,0,0.01
10.1911029411765,0,absolute_error,best,8,2,1,0,0.001
10.1921428571429,0,absolute_error,best,48,4,4,0.01,0
10.1991176470588,0,absolute_error,best,8,2,1,0.001,0
10.2026680672269,0,absolute_error,best,8,6,1,0.001,0.001
10.2066806722689,0,absolute_error,best,8,2,1,0.001,0.001
10.2083403361345,0,absolute_error,best,48,6,4,0.01,0
10.2088235294118,0,absolute_error,best,16,6,2,0.01,0
10.2106617647059,0,absolute_error,best,8,4,2,0,0.001
10.2109033613445,0,absolute_error,best,16,2,4,0.01,0
10.2116071428571,0,absolute_error,best,8,4,1,0,0.001
10.2121533613445,0,absolute_error,best,16,6,4,0.01,0
10.2130672268908,0,absolute_error,best,32,4,1,0.01,0
10.2176470588235,0,absolute_error,best,24,6,4,0.01,0
10.2178781512605,0,absolute_error,best,48,4,4,0.001,0.01
10.2246008403361,0,absolute_error,best,16,2,2,0.01,0
10.2249789915966,0,absolute_error,best,24,4,1,0.01,0
10.2254726890756,0,absolute_error,best,8,6,2,0.001,0
10.2313970588235,0,absolute_error,best,8,2,4,0.001,0.01
10.2369432773109,0,absolute_error,best,8,6,4,0.001,0.01
10.2383718487395,0,absolute_error,best,8,6,4,0,0.01
10.2436134453782,0,absolute_error,best,48,4,1,0.01,0
10.2444117647059,0,absolute_error,best,48,2,2,0.01,0
10.2459768907563,0,absolute_error,best,8,2,1,0,0
10.2463235294118,0,absolute_error,best,24,2,1,0.01,0
10.2464600840336,0,absolute_error,best,8,4,1,0.001,0
10.2485084033613,0,absolute_error,best,32,2,1,0.01,0
10.2509978991597,0,absolute_error,best,8,2,4,0.001,0
10.2515861344538,0,absolute_error,best,8,4,1,0,0
10.2569852941176,0,absolute_error,best,8,2,2,0,0
10.2580042016807,0,absolute_error,best,8,2,2,0.001,0.001
10.2628676470588,0,absolute_error,best,48,2,1,0.01,0
10.2662394957983,0,absolute_error,best,8,6,4,0.001,0.001
10.2713445378151,0,absolute_error,best,32,4,4,0.01,0
10.2758823529412,0,absolute_error,best,8,6,2,0,0
10.2808823529412,0,absolute_error,best,32,4,2,0.01,0
10.2870168067227,0,absolute_error,best,8,2,4,0.001,0.001
10.2874264705882,0,absolute_error,best,24,6,2,0.01,0
10.2877205882353,0,absolute_error,best,8,4,4,0.001,0.001
10.2893067226891,0,absolute_error,best,48,4,4,0,0.01
10.2953571428571,0,absolute_error,best,48,2,4,0.01,0
10.3060609243697,0,absolute_error,best,8,4,4,0.001,0
10.3073844537815,0,absolute_error,best,16,2,4,0.001,0.001
10.3139075630252,0,absolute_error,best,8,6,1,0,0.01
10.3146323529412,0,absolute_error,best,8,4,1,0.001,0.001
10.3149054621849,0,absolute_error,best,32,6,4,0,0.01
10.3179831932773,0,absolute_error,best,8,2,2,0.001,0
10.3207983193277,0,absolute_error,best,8,2,2,0,0.001
10.3221323529412,0,absolute_error,best,48,2,4,0,0.01
10.3242016806723,0,absolute_error,best,8,4,4,0,0.001
10.3269117647059,0,absolute_error,best,8,2,4,0,0.001
10.3330567226891,0,absolute_error,best,8,6,4,0,0.001
10.335231092437,0,absolute_error,best,8,6,1,0,0
10.3382352941176,0,absolute_error,best,24,4,4,0,0.01
10.3420483193277,0,absolute_error,best,48,2,4,0.001,0.01
10.3444432773109,0,absolute_error,best,24,6,4,0,0.001
10.3454831932773,0,absolute_error,best,8,4,2,0,0
10.3534453781513,0,absolute_error,best,16,2,4,0.001,0.01
10.3594117647059,0,absolute_error,best,24,6,2,0.001,0.01
10.3599054621849,0,absolute_error,best,32,4,2,0.001,0.01
10.3643382352941,0,absolute_error,best,32,2,4,0,0.01
10.3659768907563,0,absolute_error,best,16,6,4,0.001,0.01
10.3717226890756,0,absolute_error,best,48,6,4,0,0.001
10.3722584033613,0,absolute_error,best,8,4,4,0,0
10.3732037815126,0,absolute_error,best,24,4,4,0.001,0.01
10.3779096638655,0,absolute_error,best,24,2,4,0,0.01
10.3799894957983,0,absolute_error,best,48,6,4,0.001,0.01
10.3825630252101,0,absolute_error,best,32,2,4,0.001,0.001
10.3884348739496,0,absolute_error,best,24,4,4,0.001,0.001
10.390525210084,0,absolute_error,best,24,6,4,0.001,0.001
10.3912394957983,0,absolute_error,best,48,6,4,0,0.01
10.3930357142857,0,absolute_error,best,8,4,1,0,0.01
10.3977415966387,0,absolute_error,best,48,2,4,0,0.001
10.4003781512605,0,absolute_error,best,16,2,4,0,0.01
10.4014600840336,1,absolute_error,best,8,2,4,0,0.01
10.4023109243697,0,absolute_error,best,24,2,4,0.001,0.01
10.4036659663866,0,absolute_error,best,32,6,4,0.001,0.001
10.4046113445378,0,absolute_error,best,16,4,4,0.001,0.001
10.4081617647059,0,absolute_error,best,32,4,1,0.001,0.01
10.408518907563,0,absolute_error,best,32,4,4,0.001,0.001
10.4107352941176,0,absolute_error,best,32,2,4,0.001,0.01
10.4123739495798,0,absolute_error,best,24,6,4,0,0.01
10.4186239495798,0,absolute_error,best,32,2,4,0,0.001
10.4188970588235,0,absolute_error,best,16,4,4,0,0.001
10.4246533613445,0,absolute_error,best,8,2,1,0,0.01
10.4262710084034,0,absolute_error,best,24,6,1,0.001,0.01
10.429243697479,1,absolute_error,best,32,2,4,0,0.01
10.4319852941176,0,absolute_error,best,16,6,4,0,0.001
10.4322899159664,0,absolute_error,best,48,6,1,0.001,0.01
10.4338550420168,1,absolute_error,best,8,4,1,0,0.01
10.4358193277311,0,absolute_error,best,48,4,4,0,0.001
10.4368067226891,0,absolute_error,best,16,4,4,0,0.01
10.4376995798319,0,absolute_error,best,16,2,4,0,0.001
10.4378361344538,0,absolute_error,best,16,6,2,0.001,0.01
10.4448109243697,0,absolute_error,best,32,4,4,0,0.01
10.4453991596639,0,absolute_error,best,8,2,4,0,0
10.4459453781513,0,absolute_error,best,48,6,4,0.001,0.001
10.4463130252101,0,absolute_error,best,24,2,4,0,0.001
10.4471218487395,0,absolute_error,best,24,2,4,0.001,0.001
10.4499894957983,1,absolute_error,best,8,4,4,0.001,0.01
10.4533298319328,0,absolute_error,best,48,6,2,0,0.01
10.4536029411765,1,absolute_error,best,8,6,4,0.001,0.01
10.4564495798319,0,absolute_error,best,32,4,4,0.001,0.01
10.4615651260504,0,absolute_error,best,16,6,4,0,0.01
10.4639180672269,0,absolute_error,best,24,6,4,0.001,0.01
10.4662920168067,0,absolute_error,best,48,2,4,0.001,0.001
10.4673529411765,1,absolute_error,best,8,6,1,0,0.01
10.4696638655462,0,absolute_error,best,32,6,4,0.001,0.01
10.4721218487395,0,absolute_error,best,16,6,4,0.001,0.001
10.4774579831933,0,absolute_error,best,32,4,4,0,0.001
10.4828046218487,0,absolute_error,best,8,6,4,0,0
10.4878466386555,1,absolute_error,best,8,2,4,0.001,0.001
10.4905987394958,0,absolute_error,best,32,6,4,0,0.001
10.4931617647059,0,absolute_error,best,48,4,1,0.001,0.01
10.4939495798319,0,absolute_error,best,48,4,2,0.001,0.01
10.4950105042017,1,absolute_error,best,8,6,4,0.001,0.001
10.4951365546218,0,absolute_error,best,8,6,4,0.001,0
10.495756302521,0,absolute_error,best,16,6,2,0,0.01
10.4968487394958,1,absolute_error,best,8,4,4,0,0.001
10.4976260504202,1,absolute_error,best,8,2,1,0,0
10.5020483193277,0,absolute_error,best,16,4,4,0.001,0.01
10.5035294117647,0,absolute_error,best,16,6,1,0.001,0.01
10.5067016806723,0,absolute_error,best,8,6,1,0,0.001
10.5068067226891,0,absolute_error,best,16,2,2,0.001,0.01
