RMSE,Hidden Nodes,Learning Rate,Momentum,Regularization
26.524369012855335,"(8, 8, 8)",0.01,0.5,0.0001
20.091227911377324,"(8, 8, 8)",0.01,0.5,0.0005
25.464517094377886,"(8, 8, 8)",0.01,0.8,0
26.70156847780543,"(8, 8, 8)",0.01,0.8,1e-05
34.16131087493364,"(8, 8, 8)",0.01,0.8,0.0001
22.555368726026924,"(8, 8, 8)",0.01,0.8,0.0005
25.281342627938592,"(8, 8, 8)",0.01,1.0,0
29.79851411165084,"(8, 8, 8)",0.01,1.0,1e-05
22.04568372017182,"(8, 8, 8)",0.01,1.0,0.0001
22.80608207696074,"(8, 8, 8)",0.01,1.0,0.0005
12.944703847130784,"(8, 8, 8)",0.1,0.0,0
13.053476388724778,"(8, 8, 8)",0.1,0.0,1e-05
19.575947229041233,"(8, 8, 8)",0.1,0.0,0.0001
20.855070634366232,"(8, 8, 8)",0.1,0.0,0.0005
20.647040206058044,"(8, 8, 8)",0.1,0.5,0
11.87279259024866,"(8, 8, 8)",0.1,0.5,1e-05
17.143015023597414,"(8, 8, 8)",0.1,0.5,0.0001
19.4841974601604,"(8, 8, 8)",0.1,0.5,0.0005
21.45127407605065,"(8, 8, 8)",0.1,0.8,0
29.4692592120808,"(8, 8, 8)",0.1,0.8,1e-05
16.69217312349773,"(8, 8, 8)",0.1,0.8,0.0001
21.3489591174371,"(8, 8, 8)",0.1,0.8,0.0005
27.602277852987346,"(8, 8, 8)",0.1,1.0,0
18.353827162552992,"(8, 8, 8)",0.1,1.0,1e-05
20.431668561109618,"(8, 8, 8)",0.1,1.0,0.0001
19.374740668815544,"(8, 8, 8)",0.1,1.0,0.0005
20.055317607070975,"(8, 8, 8)",0.8,0.0,0
51.334983559246744,"(8, 8, 8)",0.8,0.0,1e-05
20.0616397111596,"(8, 8, 8)",0.8,0.0,0.0001
51.00947234257337,"(8, 8, 8)",0.8,0.0,0.0005
50.22405397115681,"(8, 8, 8)",0.8,0.5,0
21.13990808852851,"(8, 8, 8)",0.8,0.5,1e-05
40.775375386971085,"(8, 8, 8)",0.8,0.5,0.0001
20.059883475697397,"(8, 8, 8)",0.8,0.5,0.0005
20.05872684557947,"(8, 8, 8)",0.8,0.8,0
20.05402000234026,"(8, 8, 8)",0.8,0.8,1e-05
43.82019143511678,"(8, 8, 8)",0.8,0.8,0.0001
23.895953924620123,"(8, 8, 8)",0.8,0.8,0.0005
20.060639095962323,"(8, 8, 8)",0.8,1.0,0
50.082714415104014,"(8, 8, 8)",0.8,1.0,1e-05
19.93871754852091,"(8, 8, 8)",0.8,1.0,0.0001
20.065238532200286,"(8, 8, 8)",0.8,1.0,0.0005
47.46709600533671,"(8, 8, 8)",1.0,0.0,0
51.06141818434854,"(8, 8, 8)",1.0,0.0,1e-05
51.82225755482576,"(8, 8, 8)",1.0,0.0,0.0001
20.00965851838467,"(8, 8, 8)",1.0,0.0,0.0005
51.61442118775451,"(8, 8, 8)",1.0,0.5,0
15.017839932481362,"(8, 8, 8)",1.0,0.5,1e-05
52.92838405534917,"(8, 8, 8)",1.0,0.5,0.0001
53.238610773383016,"(8, 8, 8)",1.0,0.5,0.0005
20.04381883052525,"(8, 8, 8)",1.0,0.8,0
20.00801408559764,"(8, 8, 8)",1.0,0.8,1e-05
51.62808324574391,"(8, 8, 8)",1.0,0.8,0.0001
20.061223312789373,"(8, 8, 8)",1.0,0.8,0.0005
52.27381872355541,"(8, 8, 8)",1.0,1.0,0
20.77699282735291,"(8, 8, 8)",1.0,1.0,1e-05
51.366069291310055,"(8, 8, 8)",1.0,1.0,0.0001
51.49555916263736,"(8, 8, 8)",1.0,1.0,0.0005
