me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
13.9881952314858,2,friedman_mse,best,8,4,2,0.01,0
13.9883622300902,2,squared_error,best,32,6,2,0.01,0.001
13.9885666263785,0,poisson,best,24,2,2,0.01,0.001
13.9898365890645,2,friedman_mse,best,16,2,1,0.01,0.01
13.9898365890645,2,friedman_mse,best,32,6,4,0.01,0
13.9899141585539,2,friedman_mse,best,24,4,1,0.01,0.001
13.990209892232,2,friedman_mse,best,24,6,4,0.01,0
13.9902292080778,0,poisson,best,24,6,2,0.01,0.001
13.9907466063348,2,absolute_error,best,8,6,1,0.01,0.01
13.991780674391,2,squared_error,best,48,2,2,0.01,0.001
13.9917873303167,0,absolute_error,best,8,2,4,0.01,0.01
13.9924874186271,2,friedman_mse,best,32,6,2,0.01,0.01
13.9927260852474,2,friedman_mse,best,8,6,1,0.01,0
13.9927750625141,0,squared_error,best,8,6,1,0,0
13.9937490001828,2,friedman_mse,best,48,4,2,0.01,0.01
13.9938914027149,1,absolute_error,best,48,6,4,0.01,0.001
13.9948312720595,2,poisson,best,48,4,4,0.01,0.01
13.9948592134989,2,friedman_mse,best,48,4,1,0.01,0.01
13.9957868153089,2,squared_error,best,32,6,4,0.01,0.001
13.9962996358217,2,friedman_mse,best,32,6,2,0.01,0.001
13.9966287430083,2,poisson,best,48,2,4,0.01,0.01
13.9968237685517,2,friedman_mse,best,24,4,1,0.01,0.01
13.9977036199095,2,absolute_error,best,8,4,2,0.01,0
13.9977648372869,2,friedman_mse,best,48,6,4,0.01,0.001
13.9982178559202,2,friedman_mse,best,8,2,2,0.01,0.001
13.9984150204371,2,friedman_mse,best,16,2,4,0.01,0.001
13.9986714306935,2,squared_error,best,24,4,1,0.01,0.001
13.9988244149641,2,friedman_mse,best,16,2,4,0.01,0
13.9997665703065,2,poisson,best,32,2,2,0.01,0.01
14.0000929993209,2,squared_error,best,32,2,2,0.01,0
14.0001323227426,2,friedman_mse,best,48,2,1,0.01,0.01
14.0002110792832,0,poisson,best,16,2,2,0.01,0.01
14.0017135348885,2,poisson,best,48,6,1,0.01,0.001
14.0017986425339,0,absolute_error,best,8,6,1,0.01,0.001
14.0018138564506,2,friedman_mse,best,8,2,1,0.01,0.01
14.0020273884612,2,friedman_mse,best,48,6,1,0.01,0
