Pick,Name,Team,Draft-Trades,Pos,HT,WT,Age,YOS,Pre-Draft Team,Class,Nationality,League,Season,School,Class,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,Total S %,PPR,PPS,ORtg,DRtg,PER
61,Ben Moore,None,None,F,203cm,100kg,22,2,Southern Methodist,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,93.0,24.5,3.40,6.31,.539,0.01,0.04,.200,2.19,3.30,.663,2.24,3.53,5.78,1.79,0.76,0.93,2.34,1.45,8.99,.571,.539,11.72,16.03,14.03,14.34,15.56,1.90,4.83,19.98,140.17,-1.10,1.42,117.2,92.9,19.87
61,Jaylen Morris,None,None,G,196cm,88kg,21,2,Molloy,Sr,United States,NCAA,CAREER,NCAA DII, ,114.0,105.0,30.7,5.67,11.61,.488,0.88,2.95,.298,1.98,2.82,.702,1.29,4.33,5.62,1.93,1.31,0.60,1.77,1.41,14.19,.548,.526,-,-,-,-,9.83,-,-,-,148.74,-,1.22,-,-,-
61,Mychal Mulder,None,None,GF,193cm,88kg,23,2,Kentucky,Sr,Canada,NCAA,CAREER,NCAA DI, ,56.0,2.0,7.6,1.00,2.66,.376,0.66,1.93,.343,0.25,0.27,.933,0.45,0.89,1.34,0.36,0.16,0.11,0.59,0.23,2.91,.522,.500,7.95,14.71,11.46,9.22,7.69,1.01,1.03,16.84,165.18,1.14,1.09,110.9,96.6,12.85
61,Matt Thomas,None,None,G,193cm,86kg,22,2,Iowa State,Sr,United States,NCAA,CAREER,NCAA DI, ,138.0,76.0,25.4,2.86,6.69,.427,1.84,4.59,.401,0.93,1.14,.815,0.37,2.75,3.12,1.31,0.67,0.15,1.53,0.83,8.48,.586,.564,1.70,11.45,6.82,8.39,10.26,1.48,0.59,15.81,164.28,0.18,1.27,115.8,104.3,13.21
61,"Derrick Walton, Jr.",None,None,PG,183cm,86kg,22,2,Michigan,Sr,United States,NCAA,CAREER,NCAA DI, ,127.0,124.0,31.9,3.40,8.41,.404,1.83,4.57,.401,2.94,3.52,.837,0.44,3.98,4.43,3.93,1.15,0.05,1.77,1.76,11.58,.574,.514,1.78,15.78,8.85,23.49,14.89,2.26,0.16,20.71,164.22,2.86,1.38,117.1,101.9,18.11
61,Paul Watson,None,None,GF,198cm,95kg,22,2,Fresno State,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,128.0,29.7,3.44,8.30,.415,1.34,3.70,.362,1.85,2.62,.706,0.93,3.47,4.41,0.85,0.79,0.68,2.76,1.50,10.08,.528,.496,3.65,13.49,8.59,5.79,13.55,1.56,2.65,19.24,148.30,-3.14,1.21,102.3,102.5,12.56
61,Troy Caupain,None,None,G,193cm,95kg,21,1,Cincinnati,Sr,United States,NCAA,CAREER,NCAA DI, ,137.0,101.0,29.1,3.16,7.97,.397,1.12,3.32,.338,2.17,2.85,.762,0.50,3.07,3.58,3.76,1.10,0.23,1.46,1.61,9.61,.516,.467,2.07,12.25,7.25,25.78,14.75,2.39,0.92,19.84,149.65,3.29,1.21,112.1,95.0,16.25
61,Gabriel Deck,None,None,F,203cm,105kg,22,1,Quimsa (Argentina),1995 DOB,Argentina,INTERNATIONAL,2017-18 *,All Teams,All Leagues,58.0,57.0,32.0,6.64,12.48,.532,1.17,3.19,.368,5.07,6.29,.805,1.31,4.67,5.98,2.45,0.88,0.36,1.95,1.79,19.52,.640,.579,5.08,15.90,10.84,13.53,10.52,1.44,1.03,24.55,170.48,-0.49,1.56,126.5,101.9,21.92
61,Billy Garrett,None,None,SG,198cm,98kg,22,1,DePaul,Sr,United States,NCAA,CAREER,NCAA DI, ,125.0,119.0,29.2,3.70,9.59,.386,1.13,3.50,.323,4.52,5.38,.841,0.29,2.37,2.66,3.46,0.86,0.19,2.75,2.57,13.06,.537,.445,1.15,9.99,5.45,25.26,17.45,1.75,0.76,25.66,154.96,-0.90,1.36,106.0,111.3,15.55
61,London Perrantes,None,None,G,185cm,88kg,22,1,Virginia,Sr,United States,NCAA,CAREER,NCAA DI, ,138.0,134.0,32.1,2.88,7.11,.405,1.53,3.74,.409,1.59,1.96,.812,0.29,2.41,2.70,4.12,0.87,0.12,1.32,1.53,8.88,.552,.512,1.19,9.26,5.37,25.02,15.98,1.80,0.46,17.11,162.54,4.29,1.25,114.7,96.3,14.69
61,Tarik Phillip,None,None,G,191cm,84kg,23,1,West Virginia,Sr,United States / England,NCAA,CAREER,NCAA DI, ,106.0,15.0,20.0,2.34,5.56,.421,0.74,1.99,.370,2.26,3.17,.714,0.64,1.67,2.31,2.25,1.45,0.24,1.94,1.52,7.68,.544,.487,3.33,10.67,6.62,20.52,17.70,4.15,1.49,20.03,150.50,-0.11,1.38,110.7,92.7,16.81
61,Luca Vildoza,None,None,PG,191cm,86kg,21,1,Quilmes (Argentina),1995 DOB,Argentina,INTERNATIONAL,2017-18 *,All Teams,All Leagues,60.0,9.0,13.6,1.68,3.70,.455,0.90,2.15,.419,1.22,1.45,.839,0.25,1.07,1.32,1.98,0.57,0.12,1.75,1.28,5.48,.632,.577,2.62,9.73,6.42,22.94,22.83,2.30,0.92,20.13,171.26,0.29,1.48,113.1,109.6,14.08
61,Bryce Alford,None,None,G,191cm,84kg,22,0,UCLA,Sr,United States,NCAA,CAREER,NCAA DI, ,141.0,105.0,32.0,4.14,10.23,.405,2.33,5.87,.397,3.01,3.65,.825,0.21,2.55,2.77,3.81,0.75,0.07,1.35,1.67,13.63,.570,.519,0.77,8.50,4.79,19.91,12.23,1.33,0.24,20.86,162.76,2.62,1.33,117.8,107.1,16.28
61,Dakarai Allen,None,None,SG,196cm,88kg,22,0,San Diego State,Sr,United States,NCAA,CAREER,NCAA DI, ,134.0,51.0,18.5,1.75,3.95,.444,0.31,1.16,.265,1.23,1.91,.645,0.72,1.75,2.48,0.87,0.90,0.49,2.07,0.96,5.04,.520,.483,4.51,10.81,7.67,9.60,16.44,3.01,3.01,16.43,135.33,-2.16,1.28,103.5,89.6,13.00
61,Marcus Allen,None,None,G,188cm,87kg,22,0,Stanford,Sr,United States,NCAA,CAREER,NCAA DI, ,128.0,74.0,22.0,2.41,5.53,.436,0.35,1.46,.241,1.44,2.26,.637,0.84,1.83,2.66,1.34,0.95,0.07,1.91,1.14,6.62,.501,.468,4.47,9.77,7.12,12.32,14.73,2.56,0.37,18.17,131.38,-1.15,1.20,101.8,102.9,12.17
61,Steph Branch,None,None,G,196cm,94kg,21,0,West Georgia,Sr,United States,NCAA,CAREER,NCAA DII, ,59.0,59.0,27.9,5.86,12.12,.484,0.95,2.78,.341,3.68,5.49,.670,2.29,5.02,7.31,1.86,1.92,1.32,2.86,2.29,16.36,.555,.523,-,-,-,-,13.45,-,-,-,149.51,-,1.35,-,-,-
61,Jared Brownridge,None,None,G,185cm,89kg,22,0,Santa Clara,Sr,United States,NCAA,CAREER,NCAA DI, ,129.0,128.0,35.0,5.65,13.36,.423,2.98,7.41,.403,3.64,4.34,.839,0.33,2.49,2.82,2.50,0.87,0.14,2.00,1.61,17.93,.581,.535,1.14,8.85,4.91,17.28,9.47,1.54,0.45,26.71,166.51,0.16,1.34,116.0,109.0,19.66
61,Jeff Coby,None,None,F,203cm,102kg,23,0,Columbia,Sr,United States,NCAA,CAREER,NCAA DI, ,109.0,35.0,14.9,1.77,4.13,.429,0.22,0.74,.296,1.38,1.91,.721,1.49,2.40,3.89,0.51,0.35,0.50,2.28,0.89,5.14,.510,.456,12.22,19.58,15.92,7.27,15.02,1.45,3.96,21.51,144.63,-3.87,1.24,105.6,99.6,15.49
61,Daniel Dixon,None,None,G,198cm,95kg,23,0,William & Mary,Sr,United States,NCAA,CAREER,NCAA DI, ,114.0,83.0,25.6,3.96,9.03,.439,2.11,5.42,.390,1.84,2.25,.817,0.40,2.89,3.29,1.57,0.61,0.39,2.21,1.34,11.89,.589,.556,1.99,12.45,7.56,12.12,11.73,1.42,1.71,23.64,164.63,-1.16,1.32,112.5,107.2,17.28
61,Isaac Hamilton,None,None,SG,193cm,84kg,23,0,UCLA,Sr,United States,NCAA,CAREER,NCAA DI, ,104.0,104.0,33.0,5.17,11.56,.448,1.86,4.93,.376,1.51,1.95,.773,0.95,2.75,3.70,3.09,0.87,0.13,2.07,2.21,13.71,.549,.528,3.28,8.70,6.11,16.32,15.05,1.48,0.42,21.63,159.72,-0.45,1.19,108.0,106.8,14.61
61,Tra-Deon Hollins,None,None,G,188cm,88kg,21,0,Omaha,Sr,United States,NCAA,CAREER,NCAA DI, ,64.0,62.0,32.7,4.41,9.94,.443,0.98,3.28,.300,3.16,4.12,.765,1.09,3.88,4.97,6.33,3.66,0.33,2.70,3.34,12.95,.544,.493,3.69,13.21,8.42,33.57,21.94,5.86,1.03,21.47,150.85,2.44,1.30,108.3,100.2,20.22
61,Zak Irvin,None,None,SG,198cm,98kg,22,0,Michigan,Sr,United States / Taiwan,NCAA,CAREER,NCAA DI, ,142.0,103.0,29.7,4.23,9.98,.423,1.70,4.80,.354,1.19,1.75,.679,0.60,3.14,3.74,1.99,0.73,0.06,1.15,1.40,11.34,.524,.508,2.60,13.42,8.06,13.77,11.47,1.54,0.24,23.07,145.60,-0.28,1.14,105.0,104.9,15.15
61,Matt Jones,None,None,SG,196cm,93kg,22,0,Duke,Sr,United States,NCAA,CAREER,NCAA DI, ,143.0,86.0,23.9,2.22,5.58,.398,1.19,3.21,.370,0.74,1.08,.684,0.83,1.34,2.17,1.37,1.03,0.12,1.87,0.79,6.38,.523,.505,4.11,6.33,5.25,9.71,11.48,2.55,0.47,14.65,145.27,0.52,1.14,113.8,103.7,11.63
61,Bronson Koenig,None,None,G,191cm,88kg,22,0,Wisconsin,Sr,United States,NCAA,CAREER,NCAA DI, ,148.0,94.0,27.5,3.36,8.18,.412,1.82,4.70,.388,1.30,1.60,.814,0.38,1.59,1.97,2.00,0.39,0.20,1.70,1.04,9.86,.552,.523,1.71,7.09,4.41,14.66,10.43,0.89,0.74,19.85,161.44,1.15,1.21,115.8,103.8,14.10
61,JeQuan Lewis,None,None,G,183cm,77kg,22,0,VCU,Sr,United States,NCAA,CAREER,NCAA DI, ,141.0,85.0,24.5,3.24,7.62,.426,1.34,3.58,.374,2.42,2.95,.820,0.28,1.82,2.09,3.58,1.45,0.03,2.55,2.27,10.24,.568,.514,1.21,8.78,4.81,28.05,20.11,3.46,0.13,22.69,161.95,0.48,1.34,108.4,96.3,16.82
61,Marc Loving,None,None,F,203cm,100kg,22,0,Ohio State,Sr,United States,NCAA,CAREER,NCAA DI, ,134.0,86.0,25.5,3.09,7.37,.419,1.31,3.56,.369,2.49,3.29,.755,1.01,2.81,3.81,1.05,0.46,0.36,1.81,1.70,9.98,.558,.508,4.69,12.20,8.57,8.04,15.99,1.09,1.58,21.60,154.31,-3.99,1.35,106.7,100.2,14.24
61,Jeremy Morgan,None,None,G,196cm,87kg,22,0,Northern Iowa,Sr,United States,NCAA,CAREER,NCAA DI, ,131.0,110.0,28.0,3.00,6.93,.433,1.32,3.63,.364,1.98,2.53,.782,0.90,3.30,4.20,1.79,1.37,0.76,2.20,1.26,9.30,.572,.528,4.20,14.42,9.48,14.03,13.41,3.11,3.31,19.30,157.95,-0.25,1.34,112.6,95.5,17.74
61,Luke Petrasek,None,None,F,208cm,94kg,21,0,Columbia,Sr,United States,NCAA,CAREER,NCAA DI, ,115.0,78.0,22.4,3.23,6.91,.468,1.05,2.90,.363,1.52,2.01,.758,0.96,3.18,4.14,1.30,0.54,0.81,2.17,1.41,9.04,.575,.544,5.28,17.03,11.24,12.69,15.19,1.48,4.24,22.28,158.89,-2.54,1.31,110.0,100.8,17.60
61,Kendall Pollard,None,None,F,198cm,95kg,22,0,Dayton,Sr,United States,NCAA,CAREER,NCAA DI, ,124.0,77.0,21.9,3.40,6.43,.528,0.10,0.39,.250,2.56,4.48,.571,0.92,3.07,3.99,0.98,0.78,0.58,2.52,1.66,9.44,.552,.536,5.21,16.22,10.91,9.89,16.26,2.15,3.04,24.72,134.94,-4.68,1.47,102.0,94.9,16.52
61,Jeremy Senglin,None,None,G,183cm,86kg,22,0,Weber State,Sr,United States,NCAA,CAREER,NCAA DI, ,124.0,123.0,33.8,5.39,11.64,.463,2.78,6.64,.419,3.20,4.40,.728,0.31,2.93,3.24,2.79,0.89,0.09,2.06,2.18,16.76,.611,.582,1.20,9.72,5.75,18.37,13.69,1.57,0.24,25.00,161.06,-0.95,1.44,116.1,104.2,18.81
61,Scoochie Smith,None,None,G,188cm,82kg,22,0,Dayton,Sr,United States,NCAA,CAREER,NCAA DI, ,138.0,101.0,27.9,3.06,7.12,.429,1.15,3.13,.368,2.07,2.90,.715,0.33,2.36,2.68,3.61,1.25,0.12,1.96,1.79,9.34,.549,.510,1.44,9.76,5.73,25.73,17.39,2.67,0.51,19.43,151.24,2.24,1.31,108.9,98.0,15.02
61,Rashawn Thomas,None,None,F,203cm,104kg,22,0,Texas A&M-CC,Sr,United States,NCAA,CAREER,NCAA DI, ,125.0,93.0,27.8,5.90,10.79,.546,0.17,0.56,.300,4.30,6.41,.672,2.46,5.22,7.69,1.39,0.94,1.74,3.47,3.05,16.26,.588,.554,10.70,21.94,16.41,12.22,18.05,2.01,7.44,31.14,151.80,-7.67,1.51,108.2,95.8,25.16
61,Ishmail Wainright,None,None,GF,196cm,107kg,22,0,Baylor,Sr,United States / Uganda,NCAA,CAREER,NCAA DI, ,131.0,76.0,18.8,1.34,3.20,.418,0.45,1.36,.331,0.68,1.03,.659,1.16,2.09,3.25,1.98,0.82,0.22,2.01,1.08,3.80,.515,.488,7.43,12.89,10.21,18.53,22.72,2.70,1.31,12.89,140.84,1.30,1.19,109.5,99.2,12.38
61,T.J. Williams,None,None,G,191cm,93kg,22,0,Northeastern,Sr,United States,NCAA,CAREER,NCAA DI, ,123.0,102.0,29.8,3.62,8.06,.449,0.66,2.09,.315,3.30,4.76,.694,0.57,2.62,3.19,3.28,0.77,0.15,1.80,2.11,11.20,.543,.490,2.40,10.59,6.58,23.45,17.01,1.58,0.52,22.32,145.82,0.25,1.39,107.1,106.4,15.03
61,Derek Willis,None,None,PF,206cm,104kg,22,0,Kentucky,Sr,United States,NCAA,CAREER,NCAA DI, ,102.0,26.0,15.1,1.85,3.92,.472,1.06,2.66,.399,0.68,0.84,.802,0.75,2.74,3.48,0.49,0.48,0.65,1.33,0.60,5.44,.629,.608,5.76,18.94,12.71,5.43,12.16,1.81,4.31,15.67,167.33,-1.74,1.39,126.9,90.3,18.04
61,P.J. Dozier,None,None,PG,198cm,93kg,20,4,South Carolina,So *,United States,NCAA,CAREER,NCAA DI, ,70.0,63.0,24.0,4.03,10.11,.398,0.74,2.69,.277,1.63,2.81,.579,0.94,2.97,3.91,2.44,1.34,0.33,2.63,2.40,10.43,.455,.435,4.30,13.84,9.02,22.11,17.33,3.18,1.61,27.57,125.36,-3.18,1.03,92.2,92.0,13.64
61,Amile Jefferson,None,None,PF,206cm,101kg,24,3,Duke,Sr,United States,NCAA,CAREER,NCAA DI, ,150.0,103.0,22.3,2.84,4.58,.620,0.00,0.00,.000,1.51,2.63,.575,2.41,3.89,6.29,0.95,0.59,0.92,2.26,0.93,7.19,.617,.620,13.06,19.67,16.48,7.62,13.71,1.56,3.95,15.47,119.48,-1.33,1.57,127.4,95.8,19.85
61,Naz Long,None,None,PG,193cm,99kg,23,3,Iowa State,Sr,Canada,NCAA,CAREER,NCAA DI, ,131.0,83.0,24.5,3.28,7.28,.451,1.98,5.23,.380,0.99,1.32,.751,0.37,2.34,2.71,1.79,0.66,0.07,1.83,1.18,9.54,.603,.587,1.75,10.04,6.08,12.46,13.01,1.52,0.28,18.33,158.17,0.05,1.31,115.4,102.3,14.68
61,Johnathan Motley,None,None,F,208cm,104kg,22,3,Baylor,Jr *,United States,NCAA,CAREER,NCAA DI, ,103.0,77.0,24.1,4.65,8.95,.520,0.12,0.48,.245,2.51,3.84,.654,2.72,3.62,6.34,1.28,0.43,1.18,2.94,1.99,11.93,.554,.526,13.57,17.46,15.55,11.83,15.59,1.09,5.57,26.87,141.85,-4.92,1.33,111.0,97.5,21.40
61,Kobi Simmons,None,None,PG,196cm,75kg,19,3,Arizona,Fr *,United States,NCAA,CAREER,NCAA DI, ,37.0,19.0,23.5,3.00,7.59,.395,0.86,2.65,.327,1.86,2.41,.775,0.35,1.27,1.62,1.97,0.65,0.08,1.89,1.24,8.73,.500,.452,1.94,6.04,4.14,15.73,12.46,1.63,0.38,21.98,149.68,0.32,1.15,106.0,102.3,12.37
61,Antonio Blakeney,None,None,SG,193cm,89kg,20,2,LSU,So *,United States,NCAA,CAREER,NCAA DI, ,64.0,54.0,31.8,5.17,11.66,.444,1.64,4.73,.347,2.83,3.84,.736,0.91,3.20,4.11,1.33,0.67,0.12,1.52,1.39,14.81,.549,.514,3.08,11.05,7.03,7.95,9.35,1.16,0.41,22.19,152.60,-1.51,1.27,111.9,112.6,15.71
61,Deonte Burton,None,None,F,196cm,109kg,23,2,Iowa State,Sr,United States,NCAA,CAREER,NCAA DI, ,101.0,45.0,20.3,4.00,8.37,.478,0.67,1.66,.405,1.74,2.62,.664,1.11,2.84,3.95,1.07,1.28,0.81,2.40,1.49,10.42,.542,.518,6.49,15.78,11.26,10.90,13.38,3.66,4.26,27.93,154.70,-3.76,1.24,104.8,97.2,20.98
61,Tyler Cavanaugh,None,None,F,206cm,109kg,23,2,George Washington,Sr,United States,NCAA,CAREER,NCAA DI, ,137.0,101.0,25.6,3.98,8.91,.446,1.13,3.04,.372,3.50,4.26,.820,1.65,4.09,5.74,1.13,0.39,0.29,2.61,1.88,12.58,.575,.510,7.56,18.24,12.98,9.94,14.64,0.89,1.17,25.61,163.83,-4.39,1.41,112.2,103.6,18.83
61,Charles Cooke,None,None,G,196cm,88kg,22,2,Dayton,Sr,United States,NCAA,CAREER,NCAA DI, ,123.0,98.0,30.3,4.11,9.48,.434,1.29,3.54,.365,3.24,4.62,.702,1.14,3.52,4.66,1.80,1.10,0.80,1.80,1.69,12.76,.547,.502,4.44,13.39,8.97,13.16,12.65,2.16,3.09,23.12,150.11,-1.63,1.35,109.1,98.8,18.06
61,Dusty Hannahs,None,None,GF,191cm,95kg,23,2,Arkansas,Sr,United States,NCAA,CAREER,NCAA DI, ,131.0,70.0,24.1,3.72,8.69,.428,1.85,4.67,.395,2.24,2.52,.888,0.44,1.22,1.66,0.94,0.51,0.05,1.82,1.19,11.52,.582,.534,2.12,5.93,4.01,8.00,10.75,1.24,0.21,22.93,171.09,-2.31,1.32,116.5,111.3,15.78
61,Devin Robinson,None,None,F,201cm,91kg,22,2,Florida,Jr *,United States,NCAA,CAREER,NCAA DI, ,105.0,70.0,23.0,3.18,7.07,.450,0.95,2.84,.336,1.59,2.22,.717,1.43,3.46,4.89,0.60,0.63,0.60,2.14,0.94,8.90,.548,.518,6.88,17.04,11.90,5.35,10.40,1.61,2.77,19.90,150.24,-2.38,1.26,113.0,95.2,16.98
61,Jamel Artis,None,None,F,201cm,97kg,24,1,Pittsburgh,Sr,United States,NCAA,CAREER,NCAA DI, ,135.0,98.0,27.6,4.29,9.12,.470,1.26,3.33,.378,2.73,3.59,.759,1.38,3.27,4.64,2.25,0.47,0.31,1.76,1.87,12.56,.580,.539,6.07,14.15,10.14,17.55,14.71,1.06,1.25,24.34,160.69,-1.40,1.38,114.4,105.3,18.95
61,Amida Brimah,None,None,C,211cm,104kg,23,1,Connecticut,Sr,Ghana,NCAA,CAREER,NCAA DI, ,133.0,102.0,21.9,2.61,4.10,.637,0.00,0.00,.000,1.51,2.35,.644,1.77,2.68,4.45,0.22,0.18,2.76,2.89,1.01,6.73,.646,.637,10.05,13.39,11.83,2.06,16.20,0.51,14.01,15.31,128.09,-4.14,1.64,120.0,94.6,18.65
61,Isaiah Briscoe,None,None,PG,191cm,95kg,21,1,Kentucky,So *,United States,NCAA,CAREER,NCAA DI, ,70.0,69.0,31.3,4.21,9.26,.455,0.31,1.37,.229,2.16,3.89,.555,1.46,3.91,5.37,3.70,0.93,0.17,2.69,2.21,10.90,.491,.472,5.23,13.31,9.38,20.21,16.63,1.67,0.54,20.41,123.96,0.79,1.18,104.0,99.1,13.94
61,Gian Clavell,None,None,G,193cm,84kg,23,1,Brujos de Guayama (United States),1993 DOB,Puerto Rico / United States,NCAA,CAREER,NCAA DI, ,70.0,38.0,31.0,4.99,11.94,.417,2.13,5.89,.362,3.07,4.40,.698,0.93,4.23,5.16,1.70,1.34,0.56,2.16,1.56,15.17,.541,.507,3.31,15.25,9.25,11.74,9.99,2.57,2.04,25.38,147.72,-1.39,1.27,112.3,99.4,19.75
61,Milton Doyle,None,None,G,193cm,84kg,23,1,Loyola (IL),Sr,United States,NCAA,CAREER,NCAA DI, ,121.0,98.0,30.4,4.45,10.16,.439,1.16,3.36,.345,3.22,4.49,.718,0.69,3.40,4.08,3.79,1.25,0.63,2.62,3.14,13.29,.541,.496,2.98,13.96,8.62,28.05,20.35,2.55,2.43,28.22,150.16,-2.12,1.31,100.2,98.5,17.45
61,Marko Guduric,None,None,SG,198cm,91kg,22,1,KK Crvena Zvezda (Serbia),1995 DOB,Serbia,GLEAGUE,CAREER, ,None,1.0,1.0,27.8,8.00,13.00,.615,3.00,6.00,.500,1.00,2.00,.500,0.00,3.00,3.00,3.00,3.00,1.00,3.00,1.00,20.00,.720,.731,0.00,9.35,5.71,15.00,6.72,4.99,3.50,22.99,161.54,3.48,1.54,135.6,90.5,29.47
61,Nigel Hayes,None,None,F,203cm,115kg,22,1,Wisconsin,Sr,United States,NCAA,CAREER,NCAA DI, ,150.0,112.0,29.6,4.03,9.05,.446,0.67,2.03,.332,3.64,5.47,.666,1.79,3.55,5.34,2.13,0.88,0.43,2.10,1.59,12.38,.531,.483,7.51,14.72,11.13,14.93,11.99,1.89,1.50,24.47,144.36,-0.62,1.37,113.5,98.2,19.47
61,Isaac Humphries,None,None,C,211cm,116kg,19,1,Kentucky,So *,Australia,NCAA,CAREER,NCAA DI, ,61.0,2.0,8.6,1.00,2.11,.473,0.00,0.00,.000,0.43,0.66,.650,1.16,1.49,2.66,0.18,0.16,0.56,1.70,0.43,2.43,.500,.473,15.11,18.22,16.71,3.39,14.94,1.06,6.35,15.75,112.29,-3.46,1.15,110.0,93.9,14.29
61,Jaylen Johnson,None,None,F,206cm,104kg,20,1,Louisville,Jr *,United States,NCAA,CAREER,NCAA DI, ,88.0,48.0,15.3,2.15,4.07,.528,0.08,0.20,.389,0.81,1.35,.597,1.75,2.05,3.80,0.39,0.34,0.34,1.85,0.76,5.18,.550,.538,12.98,14.98,13.99,4.67,13.91,1.33,2.53,17.87,151.35,-3.36,1.27,114.1,94.0,16.43
61,Tahjere McCall,None,None,G,193cm,86kg,22,1,Tennessee State,Sr,United States,NCAA,CAREER,NCAA DI, ,117.0,92.0,26.1,3.32,7.76,.427,0.26,1.15,.230,3.10,4.58,.677,1.50,2.61,4.10,3.10,1.88,0.27,2.90,2.75,10.00,.503,.444,6.26,11.70,8.88,24.05,21.69,4.10,1.26,23.60,133.42,-2.52,1.29,98.4,98.5,16.13
61,Erik McCree,None,None,F,203cm,103kg,23,1,Louisiana Tech,Sr,United States,NCAA,CAREER,NCAA DI, ,123.0,98.0,25.1,4.33,9.41,.460,1.12,3.28,.342,2.57,3.48,.738,1.32,4.90,6.22,0.87,0.54,0.39,1.76,1.85,12.34,.558,.519,5.91,21.32,13.74,7.10,14.35,1.24,1.57,25.55,153.97,-4.91,1.31,106.1,95.2,18.47
61,Eric Mika,None,None,F,208cm,106kg,22,1,Brigham Young,So *,United States,NCAA,CAREER,NCAA DI, ,67.0,63.0,27.1,5.55,10.52,.528,0.00,0.01,.000,5.01,7.09,.707,2.94,4.87,7.81,1.31,0.51,1.30,2.97,1.99,16.12,.580,.528,11.72,18.04,15.00,9.77,12.50,1.00,4.84,27.05,123.50,-3.72,1.53,117.2,99.7,23.77
61,Cameron Oliver,None,None,C,203cm,102kg,20,1,Nevada,So *,United States,NCAA,CAREER,NCAA DI, ,73.0,66.0,30.6,5.51,11.36,.485,1.18,3.19,.369,2.45,3.62,.678,2.19,6.70,8.89,1.29,0.71,2.60,2.97,2.22,14.64,.560,.537,7.78,22.74,15.43,9.05,14.51,1.30,8.66,24.08,153.21,-4.33,1.29,107.8,93.2,21.19
61,Rodney Purvis,None,None,G,193cm,93kg,23,1,Connecticut,Sr,United States,NCAA,CAREER,NCAA DI, ,137.0,100.0,29.9,4.15,9.98,.416,1.69,4.64,.363,1.65,2.58,.638,0.45,2.53,2.98,1.77,0.82,0.14,1.93,1.66,11.63,.519,.500,1.86,9.17,5.74,12.10,12.88,1.68,0.50,22.71,141.71,-1.63,1.17,102.7,102.2,13.39
61,Xavier Rathan-Mayes,None,None,SG,193cm,94kg,23,1,Florida State,Jr *,Canada,NCAA,CAREER,NCAA DI, ,100.0,96.0,30.5,4.30,10.14,.424,1.27,4.32,.294,2.49,3.74,.666,0.50,2.66,3.16,4.51,1.01,0.04,2.13,2.56,12.36,.519,.487,1.96,9.79,5.99,27.87,17.68,1.90,0.14,23.40,138.38,1.43,1.22,105.3,104.5,15.19
61,Andrew White,None,None,F,201cm,95kg,24,1,Syracuse,Sr,United States,NCAA,CAREER,NCAA DI, ,109.0,68.0,23.1,3.92,8.67,.452,1.99,5.06,.394,2.02,2.57,.786,0.72,3.02,3.74,0.58,0.94,0.26,1.75,1.17,11.84,.599,.567,3.76,14.43,9.32,5.16,10.54,2.42,1.24,24.28,163.14,-3.37,1.37,117.6,98.8,20.24
61,Matt Williams,None,None,G,196cm,95kg,23,1,UCF,Sr,United States,NCAA,CAREER,NCAA DI, ,124.0,56.0,25.1,2.93,7.65,.383,2.21,5.97,.370,0.85,1.10,.772,0.38,2.36,2.74,1.11,0.49,0.05,1.49,1.02,8.91,.545,.527,1.73,9.95,6.01,9.15,11.06,1.17,0.20,18.50,152.48,-1.10,1.16,111.4,104.8,12.45
61,Yudai Baba,None,None,SG,196cm,90kg,21,0, ,1995 DOB,Japan,GLEAGUE,CAREER, ,None,46.0,6.0,20.4,2.52,4.98,.507,0.93,2.30,.406,0.48,0.63,.759,0.57,2.35,2.91,1.13,1.13,0.20,1.22,1.00,6.87,.654,.600,2.77,12.02,7.29,6.93,15.99,2.63,0.81,12.51,167.08,-1.19,1.38,113.2,113.1,12.76
61,Canyon Barry,None,None,SG,198cm,93kg,23,0,Florida,Sr,United States,NCAA,CAREER,NCAA DI, ,105.0,57.0,27.4,4.03,10.41,.387,1.52,4.47,.341,2.72,3.37,.808,0.75,2.74,3.50,1.19,0.73,0.39,1.59,1.70,12.30,.512,.460,3.12,11.49,7.28,9.92,12.43,1.63,1.57,26.19,153.61,-3.45,1.18,103.2,100.1,15.62
61,V.J. Beachem,None,None,F,203cm,93kg,22,0,Notre Dame,Sr,United States,NCAA,CAREER,NCAA DI, ,132.0,73.0,23.2,3.30,7.53,.438,1.73,4.41,.392,0.89,1.20,.736,0.51,2.15,2.66,0.61,0.57,0.59,1.12,0.73,9.20,.568,.552,2.74,10.68,6.88,5.03,8.24,1.50,2.66,20.42,156.52,-1.43,1.22,113.6,107.0,16.09
61,"James Blackmon, Jr.",None,None,SG,193cm,91kg,22,0,Indiana,Jr *,United States,NCAA,CAREER,NCAA DI, ,76.0,75.0,29.2,5.58,12.34,.452,2.70,6.50,.415,2.39,2.91,.824,1.30,3.62,4.92,1.68,0.76,0.11,1.63,1.79,16.25,.592,.561,5.41,13.67,9.74,11.20,11.54,1.52,0.36,26.16,169.05,-2.26,1.32,121.5,105.5,21.31
